;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_6053;0.80;0.94;0.81;0.76;1.73;0.99;1.24;1.02;0.86;2;2;1;1;1;1;1;2;1;;67.622;243.732;782.934;57.848;103.28;30.349;166.752;16.498;566.993;2.789
Model_6054;0.93;0.95;1.16;1.09;1.64;1.41;1.10;0.65;0.45;2;1;1;2;1;2;1;2;2;;63.235;261.932;645.89;79.624;156.921;18.019;190.743;24.837;815.014;2.84
Model_6055;0.85;0.73;0.95;1.11;1.21;1.19;1.29;1.08;0.67;1;1;1;1;1;2;2;2;2;;58.609;218.502;623.81;65.258;214.06;20.736;206.467;15.622;520.138;2.334
Model_6056;1.07;0.80;0.89;0.89;1.01;1.27;1.27;0.58;0.90;2;1;1;2;2;1;2;1;2;;47.358;214.386;601.115;52.268;241.703;23.72;166.193;22.849;529.759;2.352
Model_6057;0.45;1.04;1.41;1.21;1.73;0.81;1.76;0.58;0.71;2;2;1;2;2;2;1;2;2;;134.726;164.238;464.082;62.47;141.611;24.871;153.904;26.943;433.183;3.211
Model_6058;0.73;0.62;1.34;0.60;1.14;1.58;1.83;0.91;0.95;1;2;1;2;2;1;1;1;1;;71.71;138.532;369.142;44.63;220.701;22.983;135.671;16.351;334.845;2.055
Model_6059;0.61;0.89;1.00;0.71;1.23;1.29;1.32;0.72;0.99;1;2;2;2;1;1;2;2;2;;81.436;194.844;524.202;47.327;189.437;26.623;141.959;21.276;477.311;2.644
Model_6060;0.94;0.79;1.48;0.76;1.41;1.00;1.76;0.86;0.56;2;1;2;2;2;2;2;1;2;;62.945;132.426;416.603;72.885;180.232;26.675;147.306;18.61;500.822;2.522
Model_6061;0.65;0.71;0.87;0.63;1.28;1.59;1.12;0.63;0.74;1;1;2;2;1;2;2;2;1;;75.155;221.087;644.075;55.783;170.378;20.4;186.082;21.698;525.648;2.291
Model_6062;0.71;0.71;1.65;1.02;1.33;1.52;1.37;0.59;0.94;2;1;1;2;1;2;1;1;1;;80.015;151.794;334.973;51.813;217.021;20.467;152.131;25.141;378.104;2.452
Model_6063;0.51;1.04;1.44;1.05;1.29;1.27;1.21;1.05;0.47;1;2;2;2;2;2;2;1;1;;115.336;232.591;515.982;76.599;235.926;18.395;167.927;19.738;723.873;3.296
Model_6064;0.43;0.60;1.32;0.97;1.82;1.69;1.54;1.02;0.99;2;1;1;2;2;2;2;2;1;;142.78;136.454;384.265;48.92;107.265;19.186;131.486;17.354;352.765;2.369
Model_6065;0.86;0.79;1.17;0.80;1.51;1.19;1.30;0.88;0.98;1;1;2;2;2;2;2;2;2;;66.322;171.813;438.704;48.654;157.66;27.627;139.957;19.026;437.878;2.443
Model_6066;1.06;0.63;1.51;0.88;1.09;1.65;1.45;1.09;0.90;1;1;2;2;1;2;2;1;1;;50.851;158.079;359.825;53.778;275.396;20.113;164.44;14.895;386.755;2.148
Model_6067;1.05;0.81;1.11;0.82;1.01;1.02;1.28;0.53;0.57;2;1;2;1;2;2;1;2;1;;48.899;224.472;551.235;72.028;301.128;24.623;207.971;24.077;596.513;2.557
Model_6068;0.90;0.73;0.88;1.02;1.68;1.49;1.34;1.05;0.61;2;1;1;1;1;1;1;1;2;;61.745;218.411;755.502;71.457;122.078;16.964;205.465;15.888;571.174;2.349
Model_6069;0.96;1.02;1.65;0.83;1.60;1.56;1.16;0.65;0.81;2;1;2;2;2;1;2;2;1;;61.82;200.768;395.479;57.987;181.576;22.623;158.539;23.778;426.021;3.115
Model_6070;0.93;0.83;1.09;1.06;1.74;0.95;1.08;0.67;0.95;1;1;2;2;1;1;1;2;1;;62.709;195.396;543.912;54.447;128.875;25.516;140.753;23.448;488.982;2.574
Model_6071;1.19;0.98;1.12;1.02;1.28;0.82;1.78;0.84;0.78;1;1;1;2;2;1;1;2;2;;48.182;179.401;570.699;62.123;220.605;26.882;165.876;19.691;450.119;2.854
Model_6072;0.84;0.64;1.30;1.11;1.32;0.89;1.65;0.52;1.03;2;1;2;2;2;1;1;2;1;;68.69;143.272;387.648;47.79;185.406;22.848;134.165;26.105;364.129;2.064
Model_6073;0.54;0.56;1.39;0.92;1.53;0.92;1.09;0.42;1.01;1;1;2;2;1;2;1;1;1;;105.438;142.843;349.725;46.806;144.346;24.973;118.921;30.142;383.476;2.266
Model_6074;0.82;0.81;1.21;0.53;1.18;1.18;1.50;0.99;0.55;2;2;1;1;2;2;2;2;2;;70.658;178.011;494.675;65.979;230.777;25.853;176.005;16.224;557.736;2.625
Model_6075;1.10;0.97;1.23;1.15;1.70;1.10;1.87;1.17;0.70;1;1;2;1;1;2;1;2;2;;54.956;159.871;541.209;67.212;149.636;23.887;157.81;16.112;448.493;2.885
Model_6076;0.70;1.05;1.35;1.00;1.02;1.30;1.33;1.18;0.49;2;1;2;2;1;2;2;2;2;;89.586;232.081;529.633;78.227;338.85;17.787;177.994;17.219;722.701;3.05
Model_6077;0.54;0.71;0.95;0.73;1.43;1.26;1.79;0.97;0.83;1;1;2;2;2;2;1;2;2;;99.452;156.597;549.104;52.957;139.511;26.104;151.521;16.126;405.352;2.201
Model_6078;0.51;0.86;1.41;1.08;1.41;0.87;1.65;0.92;0.98;1;1;2;1;1;1;1;2;2;;107.653;154.614;395.282;50.359;185.981;25.365;145.864;20.001;384.688;2.726
Model_6079;1.01;0.63;0.99;0.61;1.00;1.15;1.19;0.43;0.71;2;2;2;2;1;1;2;2;2;;48.157;201.878;531.399;57.486;259.335;26.622;197.037;25.016;486.595;2.067
Model_6080;0.50;0.96;1.20;0.86;1.57;1.45;1.14;0.75;1.01;2;1;1;2;2;1;1;2;2;;101.154;189.596;454.734;48.354;153.553;24.274;128.889;23.107;462.205;2.924
Model_6081;0.46;0.90;1.20;0.70;1.73;1.12;1.33;0.81;0.73;1;1;1;1;2;1;1;2;2;;115.925;195.788;492.458;57.2;128.554;29.253;169.138;21.257;442.172;3.081
Model_6082;0.45;0.75;1.24;1.10;1.34;1.53;1.58;0.85;0.85;2;1;2;1;2;2;1;1;1;;121.51;161.186;444.061;54.794;184.587;18.737;161.787;20.391;399.24;2.52
Model_6083;0.87;1.02;1.24;0.78;1.79;1.69;1.26;0.63;1.00;1;2;1;1;1;1;1;1;2;;67.001;189.297;463.898;48.838;134.191;23.099;131.814;23.651;452.747;2.946
Model_6084;0.80;0.74;1.29;1.18;1.59;0.97;1.42;1.09;0.79;2;2;1;1;1;2;1;1;2;;70.185;171.626;456.113;59.728;154.865;24.048;171.923;16.358;421.463;2.482
Model_6085;1.14;0.75;1.06;1.23;1.63;0.81;1.56;0.94;0.52;1;2;2;2;2;2;1;1;2;;49.05;175.863;624.943;73.672;143.6;21.549;178.884;18.052;636.242;2.392
Model_6086;1.00;0.87;0.84;1.09;1.58;1.56;1.76;0.47;0.89;1;1;2;2;1;2;1;1;1;;56.457;185.725;686.599;55.767;119.648;19.685;163.696;24.751;481.223;2.531
Model_6087;0.77;1.02;1.59;1.20;1.60;1.64;1.69;0.52;1.00;1;1;1;2;2;1;1;2;1;;78.175;157.265;382.459;52.235;177.061;19.865;144.402;26.73;382.402;2.99
Model_6088;0.62;0.79;0.98;0.53;1.07;0.97;1.56;0.48;0.88;1;2;2;1;2;2;1;1;1;;82.237;178.574;534.494;46.747;219.018;32.213;159.145;23.424;436.26;2.396
Model_6089;0.68;1.00;0.80;0.71;1.89;1.40;1.87;0.98;0.78;2;2;2;2;2;2;1;2;1;;92.596;191.999;817.31;60.448;88.134;25.158;166.727;17.178;499.688;2.929
Model_6090;0.46;0.90;1.31;0.56;1.50;1.59;1.06;0.73;0.94;1;1;2;2;1;2;2;2;1;;106.838;186.956;411.832;50.008;164.661;24.544;133.283;22.581;441.424;3.038
Model_6091;0.66;0.72;1.52;0.83;1.76;1.35;1.46;0.77;0.73;1;2;2;1;2;1;1;1;2;;85.824;149.175;386.089;61.073;125.321;22.837;164.736;21.044;391.466;2.574
Model_6092;1.08;0.73;1.17;0.72;1.66;1.29;1.30;0.82;0.61;1;2;2;2;1;1;1;2;1;;52.569;191.372;522.411;71.097;137.261;22.815;192.253;19.433;529.219;2.49
Model_6093;0.79;0.75;0.99;1.04;1.38;1.30;1.39;0.74;0.79;2;1;2;2;1;2;1;1;2;;66.34;192.88;564.367;59.256;170.575;21.605;177.42;20.921;477.367;2.348
Model_6094;0.75;0.78;1.06;0.84;1.35;1.68;1.78;0.43;1.01;1;1;1;2;1;2;1;2;2;;71.534;153.461;468.49;45.977;163.539;20.657;138.747;26.454;397.899;2.314
Model_6095;0.47;1.03;1.49;1.07;1.81;1.17;1.30;1.14;0.63;2;2;1;1;1;2;1;1;2;;118.235;211.43;467.811;67.932;136.497;22.679;169.127;18.715;531.566;3.415
Model_6096;1.05;0.69;1.66;0.89;1.39;1.49;1.30;1.08;0.73;1;1;1;1;1;1;2;2;2;;54.573;162.811;361.612;63.438;203.687;20.441;183.453;15.906;409.558;2.483
Model_6097;0.60;0.73;1.07;0.85;1.40;1.40;1.45;1.03;0.55;2;1;2;1;1;2;2;2;2;;93.903;179.688;560.006;73.142;168.649;17.793;185.115;16.273;571.981;2.476
Model_6098;0.98;0.68;1.27;0.57;1.44;1.04;1.40;0.72;0.98;2;2;1;1;2;1;1;1;2;;59.23;152.48;390.562;44.846;164.274;31.197;135.879;20.432;391.317;2.25
Model_6099;0.77;0.93;0.94;1.07;1.52;1.44;1.23;0.84;0.57;1;2;1;1;2;2;2;2;2;;74.812;262.212;733.331;72.886;162.241;16.625;196.726;20.639;652.343;2.904
Model_6100;0.41;0.90;1.54;0.58;1.15;0.94;1.65;0.42;1.04;1;2;2;2;1;1;1;2;2;;122.94;154.073;337.749;47.457;250.367;31.534;140.982;26.787;370.253;2.776
Model_6101;0.48;0.65;1.67;1.21;1.45;1.12;1.63;1.14;0.64;1;1;2;2;1;1;2;1;2;;121.586;131.625;356.701;62.383;177.705;19.701;161.713;15.431;423.947;2.465
Model_6102;0.66;0.68;1.33;0.82;1.49;0.94;1.23;1.19;0.47;2;2;1;2;1;2;1;2;2;;82.753;183.354;477.355;80.494;155.911;23.752;194.407;14.531;643.19;2.473
Model_6103;0.89;0.82;1.04;1.23;1.10;0.84;1.73;1.14;0.84;2;2;1;1;2;2;2;1;2;;57.693;179.601;566.789;56.923;244.941;22.674;171.069;15.091;450.339;2.505
Model_6104;0.64;0.67;0.89;0.70;1.31;1.37;1.79;0.49;1.04;2;1;2;2;2;1;2;2;2;;78.063;155.485;504.863;41.412;136.784;24.308;132.118;24.391;395.156;2.002
Model_6105;0.60;0.98;1.04;0.55;1.14;1.31;1.27;0.81;1.01;2;2;1;2;2;2;1;2;2;;83.102;203.232;520.58;49.22;217.477;28.668;136.44;19.629;484.931;2.823
Model_6106;0.73;0.72;1.55;0.68;1.03;0.95;1.40;0.80;0.70;2;2;2;1;1;1;1;1;1;;70.678;172.499;359.777;59.603;299.745;30.293;187.512;18.627;416.566;2.454
Model_6107;1.12;0.75;0.94;1.12;1.08;1.16;1.24;0.95;0.70;1;1;2;2;1;2;1;1;1;;44.257;232.976;648.867;65.023;258.097;21.298;208.261;17.461;542.785;2.375
Model_6108;1.09;0.89;1.54;0.68;1.45;1.69;1.86;1.05;0.92;1;1;2;1;1;2;1;2;1;;56.354;142.295;380.21;49.137;193.16;23.152;145.742;16.574;356.725;2.721
Model_6109;0.66;0.97;0.81;1.13;1.59;1.33;1.70;1.18;1.01;1;1;2;2;2;2;1;2;2;;81.66;197.547;686.024;50.897;107.526;22.576;154.505;15.311;504.554;2.705
Model_6110;1.15;0.97;1.53;1.21;1.86;1.37;1.70;0.69;0.97;1;2;2;1;2;1;2;2;2;;57.524;154.16;407.094;54.327;138.578;22.935;145.43;23.562;384.103;2.864
Model_6111;1.13;0.89;1.01;0.90;1.08;1.29;1.27;0.57;0.79;2;1;1;1;2;1;2;2;2;;47.086;228.31;606.706;58.582;262.837;23.523;183.139;23.514;525.64;2.689
Model_6112;0.89;1.03;1.25;1.14;1.76;1.34;1.32;0.47;0.57;1;1;1;1;2;1;2;2;2;;69.656;224.27;572.629;72.18;144.579;17.699;175.91;26.764;622.515;2.944
Model_6113;0.58;0.93;1.41;0.92;1.87;1.30;1.33;0.53;0.96;2;1;2;2;2;1;1;2;1;;102.396;168.951;409.91;51.235;124.068;25.57;139.015;27.15;408.08;2.922
Model_6114;1.02;0.57;1.13;0.91;1.64;1.58;1.88;1.02;0.97;2;1;1;2;2;1;2;1;1;;54.996;137.191;435.496;50.609;124.406;21.652;129.566;15.247;345.627;1.904
Model_6115;0.45;0.68;0.95;0.82;1.90;1.00;1.02;1.02;1.00;1;1;1;1;2;1;2;2;1;;117.999;182.498;609.813;47.874;86.934;27.434;133.274;17.022;480.32;2.267
Model_6116;0.43;0.90;0.94;0.78;1.90;1.20;1.89;0.83;0.52;2;2;2;2;1;1;1;2;1;;145.902;151.956;731.002;75.094;97.908;21.166;147.615;21.027;588.56;2.895
Model_6117;1.03;1.03;0.99;0.54;1.36;1.04;1.45;0.58;1.07;2;1;2;1;1;2;1;1;1;;55.554;191.392;539.952;48.718;167.316;31.956;135.022;22.036;472.035;2.793
Model_6118;0.73;0.63;0.81;0.86;1.39;1.38;1.75;0.57;0.53;2;1;1;1;2;1;1;1;2;;79.875;154.958;723.797;74.891;141.687;16.515;160.769;22.257;543.294;2.056
Model_6119;0.82;0.91;1.49;1.04;1.06;1.30;1.16;0.70;0.98;1;1;1;2;1;1;2;2;1;;64.906;197.41;380.85;51.906;308.391;23.304;153.448;23.127;459.825;2.76
Model_6120;0.59;0.74;1.02;0.72;1.79;1.56;1.85;0.93;0.93;2;2;1;1;1;2;1;1;1;;96.945;149.519;535.285;48.308;101.577;23.428;140.069;17.404;384.977;2.29
Model_6121;1.08;0.79;1.57;1.16;1.26;1.43;1.49;0.74;0.87;2;1;1;2;1;1;1;1;2;;54.505;165.286;376.44;56.749;244.729;20.415;168.737;21.882;402.456;2.487
Model_6122;0.67;0.96;1.40;0.55;1.15;1.09;1.72;0.48;0.67;1;2;1;2;2;2;1;2;1;;92.276;165;421.687;57.516;255.73;30.872;160.568;23.835;436.057;2.875
Model_6123;0.88;0.61;1.03;0.72;1.07;1.56;1.49;1.18;1.01;2;2;2;2;1;1;1;2;2;;58.325;167.577;445.645;44.547;216.615;22.558;138.821;12.798;417.663;1.924
Model_6124;0.93;0.90;1.19;1.05;1.04;1.24;1.10;0.56;0.69;1;2;2;2;2;2;1;1;1;;54.496;253.888;522.085;65.531;306.015;21.224;197.593;24.506;523.327;2.809
Model_6125;0.99;0.74;1.30;0.70;1.33;1.03;1.59;0.72;0.83;1;2;2;1;2;1;1;2;1;;56.906;156.433;422.976;53.444;193.196;30.294;159.681;20.472;385.824;2.375
Model_6126;1.08;0.91;1.04;0.79;1.32;1.64;1.16;1.06;0.52;2;1;2;2;1;1;2;1;1;;50.097;262.301;653.98;78.843;214.49;19.178;199.187;17.123;707.75;2.809
Model_6127;0.76;0.94;1.04;1.12;1.67;1.59;1.74;0.44;0.61;2;1;1;2;1;2;2;2;2;;84.927;173.687;621.089;69.346;138.38;15.076;166.499;26.604;528.187;2.862
Model_6128;0.71;0.65;1.68;1.22;1.31;0.86;1.47;0.78;0.80;2;1;1;2;2;1;1;2;2;;77.578;146.946;340.385;56.342;220.126;22.633;168.055;21;365.225;2.342
Model_6129;0.82;0.65;0.87;1.16;1.88;1.26;1.78;1.18;0.49;1;2;1;1;2;2;2;1;2;;78.282;151.256;777.465;75.553;95.923;15.801;161.121;13.6;632.34;2.134
Model_6130;1.12;0.97;0.98;1.14;1.62;1.18;1.24;0.67;0.77;1;2;1;2;2;1;2;1;1;;51.042;244.666;675.177;63.889;149.954;22.958;176.316;22.768;541.953;2.887
Model_6131;1.15;0.72;1.03;0.53;1.52;0.81;1.12;0.90;0.47;1;1;2;1;1;1;1;1;2;;46.777;230.419;610.844;77.829;150.385;32.786;210.583;17.873;718.678;2.559
Model_6132;1.07;0.74;1.42;0.74;1.85;1.16;1.67;1.08;0.44;2;1;1;1;1;1;2;1;2;;56.464;122.448;468.08;84.836;116.479;20.854;141.268;16.35;633.078;2.424
Model_6133;1.13;0.94;0.82;0.80;1.21;1.64;1.65;1.03;0.70;2;1;2;1;1;2;1;1;1;;47.377;213.796;804.992;63.753;200.808;18.816;184.45;16.107;534.59;2.812
Model_6134;0.44;0.88;0.83;1.00;1.12;0.93;1.48;1.14;1.07;2;1;2;2;2;1;2;1;2;;101.059;195.044;556.026;47.222;171.336;23.922;142.293;15.422;493.961;2.512
Model_6135;0.69;1.04;1.07;0.87;1.89;0.89;1.20;1.02;0.84;1;2;1;1;2;1;1;1;2;;80.534;228.92;622.688;58.125;117.256;30.852;152.385;18.342;506.952;3.049
Model_6136;1.18;0.82;0.94;0.79;1.55;1.22;1.55;0.50;0.84;2;1;2;2;1;2;2;2;1;;48.603;185.87;612.561;55.546;138.063;26.676;167.608;24.222;467.799;2.469
Model_6137;0.60;0.81;1.00;1.15;1.32;1.31;1.00;0.88;0.64;1;2;1;1;2;1;2;1;1;;82.939;265.733;614.036;66.148;199.945;18.371;204.165;19.876;578.148;2.672
Model_6138;0.82;0.86;1.34;1.01;1.31;1.40;1.83;1.17;0.85;1;2;2;2;2;2;1;1;2;;68.465;154.647;438.104;57.283;208.712;22.567;155.798;15.288;387.43;2.671
Model_6139;0.55;0.57;1.12;0.96;1.76;1.06;1.30;0.78;0.99;2;2;1;2;2;1;2;2;2;;105.787;153.29;461.528;48.493;107.09;24.427;130.849;20.645;402.096;2.094
Model_6140;1.12;0.86;0.84;1.20;1.66;1.22;1.12;0.76;0.92;2;1;2;2;1;1;2;2;2;;49.881;233.178;736.69;56.157;116.041;22.134;162.195;21.012;577.858;2.547
Model_6141;1.13;0.68;1.51;1.17;1.85;0.84;1.54;0.89;0.45;2;2;1;2;1;2;2;1;1;;51.145;130.964;454.707;76.337;120.263;20.373;153.302;19.237;625.967;2.222
Model_6142;0.72;0.82;1.59;1.22;1.34;1.05;1.17;0.46;0.96;2;2;1;1;1;2;2;1;2;;77.406;174.068;359.677;51.689;223.037;22.876;148.263;28.028;423.874;2.62
Model_6143;0.88;0.76;1.55;1.03;1.57;1.58;1.81;1.01;0.82;2;1;2;1;2;2;1;1;1;;67.656;134.67;383.24;58.871;163.616;19.815;149.47;17.216;346.048;2.484
Model_6144;1.05;0.59;1.17;1.24;1.36;1.49;1.82;0.92;0.45;1;1;1;2;2;2;1;2;2;;49.365;117.577;535.013;70.786;178.929;15.085;139.343;17.16;630.25;1.96
Model_6145;0.93;0.82;0.84;1.09;1.34;1.06;1.76;0.64;0.77;1;1;2;2;2;2;1;2;2;;57.827;184.029;700.113;60.729;160.121;23.162;172.074;21.993;483.147;2.484
Model_6146;0.68;0.80;1.37;1.17;1.22;1.14;1.70;0.91;0.78;1;1;1;1;1;1;2;2;1;;81.56;158.883;428.457;59.136;231.249;22.112;168.72;19.004;391.864;2.565
Model_6147;0.41;1.01;1.61;1.22;1.46;1.09;1.63;0.68;0.71;2;2;2;1;1;2;1;1;1;;138.661;171.912;403.923;61.388;200.094;22.2;164.56;25.492;431.047;3.303
Model_6148;0.94;0.71;0.89;0.97;1.60;0.89;1.44;0.80;0.93;2;1;2;1;1;1;2;1;2;;58.423;183.259;620.454;52.425;117.132;25.5;155.246;19.083;474.501;2.13
Model_6149;0.55;0.77;1.16;1.23;1.72;1.59;1.19;1.06;0.64;1;2;1;2;2;2;2;2;2;;101.46;214.753;542.298;65.37;133.064;14.893;200.323;17.796;541.346;2.667
Model_6150;0.72;0.84;1.51;0.83;1.84;1.45;1.68;0.60;0.99;2;2;2;1;1;2;1;1;1;;82.762;139.528;373.058;48.163;124.644;24.947;135.952;24.817;353.111;2.644
Model_6151;0.53;0.92;1.09;0.69;1.77;1.17;1.49;0.55;0.93;2;1;1;2;2;1;1;2;2;;105.026;176.773;528.738;49.159;116.036;29.393;145.363;25.134;436.022;2.811
Model_6152;0.45;0.68;1.43;0.76;1.12;1.38;1.26;1.17;0.86;1;2;2;2;1;2;1;1;2;;106.57;171.445;370.007;52.061;251.041;23.741;165.937;14.505;411.573;2.488
Model_6153;0.47;1.03;0.93;1.09;1.31;1.49;1.66;0.99;1.00;1;2;2;2;1;1;1;1;1;;106.732;196.877;605.935;50.114;169.185;21.16;151.519;18.836;480.697;2.921
Model_6154;0.89;0.69;1.49;0.89;1.32;1.26;1.78;0.89;1.00;1;1;2;2;1;1;2;1;2;;65.219;136.02;357.088;48.439;202.35;25.179;137.141;18.223;343.15;2.236
Model_6155;0.69;0.83;0.86;0.93;1.14;0.95;1.59;0.57;0.85;1;2;2;2;1;1;1;2;2;;74.306;195.567;638.191;53.964;195.139;25.56;169.262;23.091;486.402;2.487
Model_6156;0.42;1.05;1.34;0.84;1.91;1.61;1.91;0.43;0.87;1;1;1;2;1;1;2;1;2;;141.59;147.608;447.325;51.758;113.866;21.57;141.799;27.811;374.505;3.232
Model_6157;0.68;0.87;1.57;1.17;1.35;1.32;1.21;0.62;0.89;1;2;1;2;1;2;1;2;2;;79.288;185.77;378.675;55.161;223.071;21.563;159.807;25.346;430.951;2.769
Model_6158;1.13;1.04;1.34;0.76;1.26;1.38;1.83;0.43;0.58;1;1;2;1;2;1;2;1;1;;55.562;157.183;495.312;69.916;238.317;20.412;153.064;24.593;537.395;2.905
Model_6159;1.17;0.71;1.35;0.63;1.61;1.20;1.75;0.74;0.70;1;2;1;1;2;2;2;2;2;;49.257;135.632;427.243;61.032;142.371;27.841;151.829;19.953;393.454;2.356
Model_6160;0.58;0.65;0.85;0.55;1.21;1.63;1.44;0.48;0.47;1;2;2;2;1;2;1;2;2;;96.123;180.065;665.325;74.636;180.234;20.789;179.494;23.672;637.452;2.195
Model_6161;0.62;0.68;0.84;1.27;1.36;1.57;1.73;0.76;0.94;2;2;1;2;1;1;1;1;2;;83.451;175.021;597.711;50.132;135.603;17.467;153.991;20.064;448.159;2.07
Model_6162;0.46;0.92;1.13;0.88;1.62;0.85;1.42;0.49;0.80;2;1;2;2;1;1;1;1;1;;119.102;191.501;511.562;56.729;141.022;29.12;164.227;26.648;444.799;2.924
Model_6163;0.91;1.02;1.42;0.76;1.32;0.86;1.13;0.69;1.05;1;2;2;2;1;1;1;2;2;;62.091;189.605;394.219;48.503;221.215;30.735;123.584;22.508;449.02;2.935
Model_6164;0.83;0.71;1.63;1.22;1.37;1.27;1.63;0.99;0.55;1;2;1;1;2;1;2;1;1;;67.404;137.3;390.071;67.985;198.76;16.43;162.183;17.38;512.744;2.373
Model_6165;1.07;0.85;1.27;0.89;1.43;1.08;1.63;0.65;0.80;1;2;2;1;2;2;1;1;2;;54.447;166.612;463.711;58.527;184.577;27.355;163.773;22.33;409.658;2.616
Model_6166;0.80;0.69;1.22;1.03;1.41;1.11;1.82;0.58;0.96;1;1;2;2;2;1;2;1;1;;70.415;140.307;423.711;50.831;166.556;24.103;139.508;24.092;359.982;2.158
Model_6167;0.64;0.66;1.61;0.62;1.85;0.81;1.39;0.69;0.51;1;2;1;1;1;1;2;1;2;;88.364;137.356;372.218;73.288;109.398;31.434;163.657;21.667;511.967;2.437
Model_6168;1.10;0.70;1.67;0.96;1.05;0.81;1.31;0.60;0.82;1;2;1;1;1;2;1;1;1;;48.896;174.021;339.16;57.564;312.585;26.706;182.784;23.312;406.924;2.316
Model_6169;0.54;0.61;1.19;0.91;1.48;1.17;1.02;0.49;0.44;1;2;1;1;2;2;1;1;2;;96.475;209.01;517.408;77.23;147.35;17.227;222.955;26.597;701.987;2.435
Model_6170;0.59;0.73;0.80;0.70;1.19;1.14;1.21;0.82;0.82;2;1;1;2;2;1;2;2;2;;80.112;217.774;657.464;53.005;169.327;27.169;173.608;18.049;535.844;2.221
Model_6171;0.54;0.84;1.02;1.11;1.61;1.05;1.89;0.89;0.58;2;2;2;1;1;1;1;1;2;;115.277;150.456;610.506;69.555;135.974;21.052;152.409;19.412;520.955;2.713
Model_6172;1.06;0.58;1.19;0.91;1.63;1.54;1.38;1.18;0.51;2;2;2;2;2;2;1;1;2;;50.714;160.303;519.421;80.406;132.598;16.734;188.363;13.652;597.906;2.202
Model_6173;0.58;0.68;1.66;1.20;1.65;1.53;1.89;1.03;0.56;2;1;1;2;2;2;1;1;1;;105.055;108.397;371.456;66.822;138.966;14.104;130.266;16.989;462.505;2.362
Model_6174;0.84;0.57;1.13;1.23;1.25;0.87;1.16;0.83;0.71;1;1;2;1;1;2;2;1;2;;62.115;185.944;487.299;59.044;206.172;21.701;198.605;19.157;467.562;2.128
Model_6175;0.97;0.73;0.80;0.56;1.78;1.37;1.90;1.13;0.83;2;1;2;2;1;2;2;2;2;;59.233;165.54;709.463;51.329;87.348;27.223;155.071;13.09;441.557;2.177
Model_6176;0.81;0.73;1.48;0.75;1.70;1.34;1.64;0.96;1.05;2;2;2;2;1;1;2;2;2;;75.247;134.766;358.254;44.836;135.786;26.765;127.9;17.907;347.794;2.428
Model_6177;0.46;0.89;0.95;1.10;1.34;1.67;1.25;0.68;0.62;2;1;2;2;1;1;2;1;1;;115.663;245.312;671.894;67.327;188.372;14.051;198.247;23.806;573.286;2.902
Model_6178;1.16;0.94;1.59;0.91;1.42;1.06;1.45;0.70;0.81;2;1;1;2;1;2;2;1;2;;52.53;178.441;393.378;59.416;211.805;28.352;169.946;22.23;410.128;2.839
Model_6179;0.79;0.69;0.81;0.64;1.81;1.45;1.06;0.75;0.61;2;1;2;1;1;2;2;2;1;;69.278;250.791;845.499;68.279;97.894;20.69;215.421;19.832;587.033;2.353
Model_6180;0.64;0.94;1.02;1.15;1.35;1.52;1.06;0.61;0.49;2;1;2;2;1;1;2;1;2;;88.233;285.647;685.456;74.789;206.111;15.532;198.994;25.234;773.808;2.928
Model_6181;0.55;0.71;1.15;0.86;1.66;1.19;1.14;0.97;0.50;1;1;1;2;2;2;1;1;1;;98.927;212.523;548.057;77.76;129.115;19.582;207.648;17.897;654.218;2.581
Model_6182;0.69;1.05;1.16;1.04;1.31;1.18;1.14;0.87;0.87;1;1;1;2;2;1;1;1;1;;76.601;232.349;537.332;57.283;219.35;25.108;151.211;20.716;508.104;3.073
Model_6183;0.55;1.03;1.28;1.17;1.22;1.04;1.87;0.80;0.58;2;1;2;2;2;2;2;2;2;;114.716;158.383;520.482;69.335;242.914;21.014;153.875;22.368;545.931;3.071
Model_6184;0.81;0.97;0.96;1.00;1.67;1.23;1.16;0.91;0.92;1;1;2;1;2;1;1;1;1;;64.591;225.876;656.832;54.738;130.701;25.258;151.678;19.281;531.615;2.866
Model_6185;0.61;0.93;1.68;0.60;1.08;1.11;1.42;1.03;0.47;2;1;2;1;1;1;2;1;2;;103.276;175.485;386.434;72.981;302.12;24.308;162.158;17.197;622.39;3.066
Model_6186;0.53;0.90;0.82;0.70;1.46;1.37;1.30;0.93;0.47;2;2;2;1;1;2;2;2;1;;111.982;252.12;872.999;79.042;153.57;19.875;201.17;18.561;756.251;2.886
Model_6187;0.69;0.72;1.06;0.66;1.01;1.16;1.36;0.66;0.84;1;1;1;2;1;2;2;2;2;;68.899;185.804;493.715;50.006;251.774;27.61;171.675;20.983;454.007;2.212
Model_6188;0.47;0.82;1.53;0.84;1.12;1.09;1.17;0.64;1.05;2;2;1;1;2;2;1;1;1;;103.076;172.001;341.088;44.809;266.769;26.573;133.513;24.278;417.85;2.601
