;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_137;0.34;0.61;1.51;0.67;1.25;0.65;1.76;0.60;0.50;2;2;2;1;2;2;2;1;2;;152.338;110.164;352.997;71.225;185.847;31.294;127.506;22.071;476.543;2.496
Model_138;0.31;0.64;1.64;0.83;1.25;0.67;1.56;0.72;0.81;1;1;1;2;2;1;2;2;2;;165.044;137.619;319.528;53.536;214.535;28.602;156.459;21.833;336.012;2.601
Model_139;0.66;0.67;1.70;0.56;1.47;0.91;1.77;0.52;0.68;1;1;1;2;2;1;1;2;2;;86.618;117.391;317.935;57.449;165.485;33.42;140.112;23.864;361.218;2.399
Model_140;0.69;0.61;1.27;0.54;1.42;1.09;1.48;0.53;0.69;2;2;1;1;2;2;1;2;2;;77.483;146.299;412.476;56.536;155.024;29.59;164.27;23.385;397.091;2.261
Model_141;0.50;0.72;1.65;0.78;0.93;0.89;1.85;0.34;0.89;2;2;2;2;1;2;1;1;1;;102.791;143.561;311.095;49.172;324.797;28.043;152.897;27.41;337.647;2.247
Model_142;0.40;0.57;1.83;0.80;1.21;0.91;1.94;0.66;0.51;2;1;2;2;1;1;1;2;2;;136.157;92.889;287.315;71.811;213.716;23.869;108.909;20.932;426.608;2.376
Model_143;0.66;0.60;1.30;0.79;0.93;0.89;1.80;0.68;0.80;2;2;2;2;1;2;2;2;2;;71.992;146.161;388.288;54.803;289.293;27.612;153.786;19.785;352.64;1.96
Model_144;0.68;0.49;1.68;0.69;1.11;1.10;1.56;0.45;0.77;2;1;1;2;1;2;2;2;2;;76.549;129.442;296.347;54.493;244.42;26.321;152.224;25.493;318.351;2.035
Model_145;0.50;0.66;1.46;0.58;1.22;0.91;1.86;0.34;0.57;2;1;2;2;2;2;2;1;2;;113.662;113.398;361.947;64.224;199.706;30.074;130.854;26.998;428.842;2.317
Model_146;0.57;0.58;1.40;0.50;1.12;0.79;1.92;0.34;0.72;2;1;2;1;1;1;2;2;1;;93.295;119.787;351.399;51.806;218.925;34.59;131.931;26.618;323.573;2.123
Model_147;0.70;0.76;1.59;0.40;1.03;0.67;1.83;0.49;0.61;2;1;1;1;2;1;1;2;2;;83.404;129.94;333.556;56.507;286.01;40.983;144.795;22.252;419.364;2.482
Model_148;0.72;0.58;1.61;0.37;1.35;1.23;1.56;0.71;0.49;2;2;1;2;1;2;2;2;1;;76.631;116.157;336.474;66.813;166.579;23.328;141.721;18.838;480.867;2.36
Model_149;0.73;0.54;1.36;0.81;0.92;0.67;1.59;0.58;0.89;1;2;1;1;2;2;1;1;1;;66.851;153.229;357.713;49.569;294.066;26.413;153.578;21.976;359.372;1.818
Model_150;0.33;0.70;1.33;0.38;0.91;0.85;1.60;0.49;0.84;2;2;2;2;2;1;1;1;2;;136.138;157.943;369.144;59.299;292.069;34.925;160.21;23.116;371.066;2.389
Model_151;0.53;0.54;1.79;0.44;0.94;1.09;1.58;0.52;0.63;1;1;1;2;2;1;1;2;1;;92.875;129.659;271.136;56.76;304.538;28.45;157.42;21.564;373.196;2.207
Model_152;0.44;0.77;1.27;0.65;1.04;0.88;1.81;0.38;0.88;2;1;2;1;2;1;1;2;1;;117.042;148.186;406.361;46.435;249.21;30.814;150.241;26.805;364.562;2.407
Model_153;0.53;0.66;1.80;0.39;1.28;0.97;2.04;0.51;0.64;1;1;2;2;1;1;1;2;1;;107.251;101.942;282.262;60.657;202.368;34.364;116.496;22.618;345.939;2.393
Model_154;0.66;0.61;1.77;0.47;1.33;0.68;1.84;0.58;0.81;1;1;2;2;2;2;1;2;1;;82.642;115.907;287.791;53.376;196.428;37.311;132.362;21.888;286.738;2.3
Model_155;0.57;0.54;1.29;0.63;1.36;0.98;1.88;0.51;0.85;1;2;2;2;1;2;1;1;1;;93.183;124.979;377.736;49.199;155.063;30.024;127.744;23.789;306.575;2.055
Model_156;0.50;0.63;1.34;0.74;1.50;0.68;1.75;0.48;0.51;2;1;2;2;2;1;1;2;1;;116.088;114.637;417.836;74.327;134.503;29.39;132.649;25.534;496.239;2.318
Model_157;0.61;0.49;1.30;0.49;1.50;0.73;1.73;0.71;0.62;1;1;2;1;2;1;1;1;2;;87.488;116.37;387.463;61.897;125.331;36.29;132.979;18.372;384.877;2.162
Model_158;0.55;0.63;1.31;0.66;1.03;0.70;1.49;0.73;0.88;2;2;1;2;1;2;1;1;1;;87.754;157.951;375.989;48.169;253.262;30.649;157.463;19.405;379.917;2.159
Model_159;0.41;0.73;1.81;0.74;1.41;0.86;1.65;0.60;0.64;2;2;2;2;2;1;1;2;2;;133.291;129.132;311.337;62.51;186.175;30.062;151.908;23.8;398.024;2.671
Model_160;0.67;0.71;1.56;0.41;1.45;0.87;1.77;0.51;0.85;2;2;2;1;1;2;2;1;2;;84.711;127.268;334.282;58.168;168.399;36.997;139.3;23.541;318.667;2.462
Model_161;0.48;0.54;1.80;0.72;1.34;0.89;1.78;0.42;0.57;1;1;2;2;1;2;2;1;1;;114.576;100.553;288.614;68.469;178.955;27.057;126.498;26.433;387.759;2.307
Model_162;0.36;0.67;1.54;0.44;1.47;1.06;1.57;0.68;0.53;1;1;1;1;2;2;1;2;1;;141.138;127.573;355.512;61.814;145.157;28.732;147.468;20.865;471.233;2.649
Model_163;0.74;0.44;1.29;0.37;1.19;1.05;1.58;0.60;0.48;2;2;1;1;1;1;2;2;2;;66.864;115.11;382.429;71.606;173.026;26.282;135.946;19.436;482.563;2.049
Model_164;0.47;0.57;1.31;0.37;1.34;0.95;1.48;0.52;0.82;2;1;2;1;2;1;1;2;1;;108.835;138.013;366.189;59.405;160.064;34.351;147.177;23.33;342.599;2.325
Model_165;0.42;0.52;1.36;0.84;1.39;0.95;2.05;0.48;0.58;1;1;2;1;2;2;2;1;1;;137.82;100.561;380.955;67.468;147.082;24.01;111.432;25.191;392.898;2.186
Model_166;0.37;0.49;1.48;0.69;1.32;0.68;2.04;0.45;0.81;1;2;2;1;2;1;2;2;1;;151.653;112.353;326.194;50.385;167.85;30.143;114.611;25.883;267.147;2.166
Model_167;0.77;0.47;1.59;0.60;1.48;1.16;1.50;0.61;0.49;1;2;2;1;1;1;1;1;2;;69.063;109.007;340.402;78.833;136.288;21.181;143.957;21.288;472.698;2.166
Model_168;0.63;0.75;1.61;0.82;1.32;1.08;1.52;0.45;0.75;1;1;1;2;1;1;1;1;2;;88.942;150.275;350.427;58.402;209.687;26.529;167.051;26.478;373.726;2.56
Model_169;0.72;0.70;1.48;0.75;1.04;0.82;1.63;0.31;0.60;1;1;1;2;2;1;2;2;1;;75.777;143.456;372.636;67.049;278.417;28.53;166.619;27.5;453.418;2.303
Model_170;0.59;0.55;1.54;0.52;1.33;1.07;2.02;0.73;0.64;1;1;2;2;1;1;2;2;2;;92.605;104.006;330.125;60.624;173.016;29.173;115.291;18.251;350.756;2.228
Model_171;0.42;0.44;1.27;0.61;1.20;0.66;1.80;0.40;0.54;2;1;1;2;2;1;2;1;2;;123.133;108.817;376.557;70.217;166.788;31.044;120.405;25.445;415.685;2.041
Model_172;0.56;0.59;1.43;0.60;1.29;0.98;1.48;0.70;0.79;2;2;2;1;2;2;2;2;2;;92.402;141.43;357.755;51.49;187.825;31.126;157.22;20.179;349.535;2.311
Model_173;0.67;0.69;1.39;0.43;1.13;1.03;1.89;0.43;0.66;2;2;2;1;2;1;1;2;1;;84.342;126.095;375.38;52.687;228.202;32.029;138.852;23.915;377.079;2.309
Model_174;0.73;0.59;1.61;0.42;1.10;0.74;1.59;0.54;0.90;1;1;2;2;2;1;2;1;1;;72.255;135.972;305.133;54.601;250.557;34.881;145.101;22.308;325.838;2.124
Model_175;0.67;0.68;1.60;0.62;1.17;0.75;1.79;0.31;0.83;2;2;1;1;1;1;1;2;2;;81.108;131.553;322.049;48.73;236.433;32.611;145.352;27.578;324.704;2.277
Model_176;0.31;0.69;1.40;0.45;1.18;1.10;1.71;0.37;0.54;1;2;1;1;1;2;2;2;1;;159.477;127.352;373.804;59.087;202.054;26.884;142.046;26.693;464.76;2.616
Model_177;0.51;0.57;1.54;0.82;1.27;0.97;1.96;0.75;0.83;2;1;1;2;2;1;1;1;1;;106.759;119.745;333.033;53.728;198.111;27.248;128.593;19.452;294.726;2.203
Model_178;0.43;0.63;1.32;0.70;1.16;0.65;1.95;0.34;0.54;2;2;1;1;1;1;1;1;1;;129.746;110.969;396.496;68.699;201.955;30.325;122.584;27.426;449.702;2.27
Model_179;0.60;0.58;1.70;0.78;0.96;0.67;1.74;0.47;0.75;1;2;1;2;2;1;1;1;2;;82.225;134.669;296.562;56.756;307.872;28.342;153.35;24.336;330.645;2.06
Model_180;0.32;0.64;1.61;0.40;1.13;0.90;1.78;0.47;0.54;1;2;2;2;2;2;2;2;2;;153.767;113.878;312.412;57.671;223.381;33.388;130.392;23.428;429.716;2.576
Model_181;0.31;0.55;1.51;0.77;1.40;0.98;1.76;0.64;0.80;1;1;1;2;1;1;1;1;1;;175.573;121.661;334.634;53.432;162.126;27.18;136.127;22.64;301.692;2.461
Model_182;0.44;0.43;1.71;0.44;1.51;0.74;1.88;0.34;0.52;2;1;1;2;2;1;1;1;2;;120.146;90.534;277.197;67.222;124.338;34.788;99.387;27.963;375.205;2.149
Model_183;0.43;0.50;1.85;0.53;1.13;1.11;1.82;0.59;0.84;1;2;1;1;1;1;2;1;1;;118.739;119.581;258.314;45.876;237.402;28.763;129.273;21.265;271.889;2.183
Model_184;0.66;0.51;1.77;0.75;1.08;0.85;1.68;0.43;0.89;2;2;2;2;1;1;2;1;1;;79.149;130.335;280.029;48.546;261.812;27.786;140.645;26.173;302.374;1.977
Model_185;0.36;0.71;1.82;0.46;1.49;0.74;1.69;0.60;0.89;2;2;2;1;2;1;1;1;1;;145.561;125.114;284.771;57.807;171.737;37.223;137.526;23.454;303.394;2.705
Model_186;0.56;0.47;1.63;0.68;0.92;1.25;1.59;0.72;0.88;1;1;2;2;1;1;2;2;2;;84.329;143.111;294.682;47.349;302.826;24.352;146.89;18.5;321.958;1.859
Model_187;0.77;0.63;1.59;0.46;1.43;0.84;1.47;0.57;0.79;1;1;2;2;2;2;2;2;1;;72.897;135.502;331.811;53.779;171.593;36.793;155.429;22.772;336.305;2.357
Model_188;0.65;0.55;1.56;0.70;1.44;0.97;1.75;0.64;0.73;1;1;1;2;1;2;2;2;1;;83.263;117.858;335.169;59.222;160.216;29.332;139.293;21.407;331.767;2.229
Model_189;0.41;0.67;1.26;0.73;1.28;0.94;1.66;0.61;0.59;2;2;1;1;2;1;2;2;1;;130.9;139.778;433.834;66.489;178.133;27.076;156.323;22.564;457.074;2.417
Model_190;0.49;0.64;1.42;0.83;1.48;1.11;1.89;0.68;0.69;2;1;2;1;1;1;2;1;2;;116.383;118.558;383.894;61.776;150.175;24.809;136.151;21.49;364.359;2.336
Model_191;0.75;0.54;1.69;0.55;1.15;1.18;1.63;0.52;0.62;2;1;2;2;2;1;2;1;1;;69.59;120.193;305.742;63.509;231.79;25.22;149.916;22.652;385.035;2.178
Model_192;0.64;0.62;1.64;0.63;1.21;0.77;1.82;0.45;0.69;1;2;1;2;2;1;1;2;2;;85.107;119.969;316.386;58.47;219.191;32.664;139.692;24.772;351.048;2.229
Model_193;0.66;0.62;1.76;0.52;1.29;1.16;1.93;0.44;0.77;2;1;2;1;2;1;2;1;1;;84.091;111.962;291.151;50.354;205.472;29.218;129.979;25.019;297.346;2.242
Model_194;0.66;0.53;1.33;0.47;1.40;0.94;1.47;0.70;0.60;1;1;1;2;2;2;1;2;1;;79.01;133.722;390.404;63.223;148.348;32.47;161.585;19.101;430.537;2.282
Model_195;0.39;0.51;1.48;0.85;0.96;1.05;1.78;0.67;0.79;1;2;1;1;1;2;1;2;2;;125.013;137.023;330.876;53.408;279.465;24.252;144.656;20.236;317.888;2.06
Model_196;0.46;0.68;1.40;0.54;1.34;1.15;1.58;0.30;0.50;2;1;2;2;1;1;2;2;1;;123.205;129.515;396.628;68.417;164.922;23.095;148.675;28.725;515.509;2.443
Model_197;0.48;0.61;1.85;0.38;1.05;0.91;2.04;0.56;0.62;2;1;2;1;1;2;1;2;2;;112.115;104.632;260.505;60.012;265.197;35.103;115.941;20.484;348.335;2.323
Model_198;0.57;0.66;1.48;0.64;1.08;1.17;1.66;0.37;0.85;2;2;2;2;1;1;2;2;1;;91.156;142.889;343.921;48.813;254.508;27.13;154.641;27.199;344.921;2.234
Model_199;0.49;0.50;1.37;0.78;1.22;0.68;1.50;0.50;0.57;2;2;1;2;1;2;1;2;1;;105.796;131;378.06;69.476;184.855;27.953;161.52;24.196;446.251;2.199
Model_200;0.75;0.66;1.34;0.65;1.31;1.00;1.72;0.65;0.52;2;1;1;1;2;2;1;1;2;;76.147;124.835;422.717;73.199;179.074;26.034;141.82;20.85;508.931;2.26
Model_201;0.66;0.69;1.58;0.85;1.21;0.76;1.58;0.66;0.49;2;1;2;1;2;1;2;2;1;;86.745;130.947;376.84;75.457;221.939;26.096;153.234;21.833;538.126;2.368
Model_202;0.42;0.55;1.73;0.39;1.30;1.23;1.78;0.46;0.73;1;2;1;1;1;2;1;1;2;;124.085;113.566;280.429;59.482;186.434;27.803;131.625;24.243;307.71;2.384
Model_203;0.67;0.67;1.76;0.62;1.27;1.18;1.85;0.70;0.59;1;2;2;1;2;1;1;1;2;;85.137;112.301;311.451;65.367;212.474;24.726;132.447;19.83;409.365;2.353
Model_204;0.73;0.64;1.54;0.51;1.34;0.80;1.80;0.68;0.79;2;1;1;2;2;2;1;2;2;;74.737;124.339;337.549;49.654;185.946;36.016;139.326;20.068;314.927;2.274
Model_205;0.63;0.47;1.58;0.73;1.20;1.11;1.97;0.57;0.59;2;1;2;2;2;1;1;1;1;;82.675;102.002;319.624;69.013;201.443;22.869;112.956;21.515;372.166;2.017
Model_206;0.33;0.51;1.36;0.74;1.04;0.95;1.54;0.75;0.89;1;1;2;2;2;2;2;2;2;;146.815;144.034;348.078;47.416;238.28;26.916;145.248;19.131;342.446;2.165
Model_207;0.68;0.73;1.56;0.66;1.34;0.94;1.71;0.59;0.58;2;1;1;2;1;2;1;1;1;;86.413;128.89;367.175;67.679;189.856;29.379;148.146;22.526;453.909;2.488
Model_208;0.50;0.65;1.59;0.71;1.15;0.90;1.56;0.56;0.74;2;1;2;2;2;1;1;2;1;;105.323;141.804;333.029;56.898;242.033;29.726;163.667;23.54;356.405;2.37
Model_209;0.38;0.69;1.80;0.44;0.92;1.22;1.54;0.59;0.64;2;1;1;1;1;1;2;2;2;;131.289;148.167;281.882;53.544;333.741;26.522;173.543;21.14;401.486;2.498
Model_210;0.73;0.55;1.64;0.59;1.11;0.95;1.87;0.71;0.70;2;1;2;2;2;1;1;2;2;;69.918;118.455;309.581;58.369;245.318;30.827;134.331;18.599;335.519;2.108
Model_211;0.59;0.61;1.60;0.45;1.11;0.68;2.02;0.61;0.78;1;1;1;1;1;1;2;1;1;;89.937;117.776;308.261;53.577;240.525;37.039;127.386;20.106;290.77;2.188
Model_212;0.77;0.55;1.46;0.40;1.07;0.74;1.62;0.51;0.74;1;2;1;1;1;1;1;1;1;;65.705;136.012;335.956;55.416;243.044;37.215;152.702;21.895;335.699;2.094
Model_213;0.68;0.73;1.80;0.65;0.95;0.99;1.83;0.45;0.83;1;2;2;2;2;2;1;1;1;;77.149;140.922;288.911;50.436;334.176;30.242;155.628;24.494;331.211;2.275
Model_214;0.68;0.68;1.35;0.81;1.26;1.18;1.83;0.47;0.86;1;1;2;2;1;1;2;2;2;;79.334;134.534;388.314;52.281;197.031;25.561;144.09;25.74;342.677;2.224
Model_215;0.45;0.49;1.36;0.50;1.01;0.75;1.67;0.68;0.64;2;2;1;1;2;1;2;2;1;;107.97;130.419;351.626;58.361;241.123;34.457;146.606;17.967;373.507;2.132
Model_216;0.35;0.53;1.46;0.81;1.20;0.98;2.01;0.51;0.84;1;2;2;2;2;2;1;1;2;;156.935;120.078;336.337;50.62;199.954;26.135;122.444;24.779;287.049;2.203
Model_217;0.63;0.48;1.45;0.61;0.94;1.00;1.53;0.64;0.85;2;2;1;1;1;1;1;2;2;;76.585;147.137;326.583;47.415;283.104;28.5;150.668;19.834;340.296;1.857
Model_218;0.63;0.54;1.43;0.81;1.39;0.87;1.65;0.46;0.83;1;1;2;1;1;1;2;2;2;;84.885;127.709;355.671;52.874;164.729;27.694;142.441;26.463;323.875;2.129
Model_219;0.65;0.70;1.84;0.58;1.24;0.69;1.45;0.70;0.54;1;2;2;2;1;2;1;1;2;;86.798;140.368;312.09;67.646;224.84;35.61;165.065;20.029;470.83;2.524
Model_220;0.51;0.46;1.58;0.74;1.40;0.68;1.45;0.69;0.54;2;2;2;1;1;2;1;2;1;;101.973;117.927;334.712;72.641;151.524;29.065;155.322;19.74;440.154;2.228
Model_221;0.39;0.70;1.25;0.40;1.08;1.09;1.86;0.66;0.82;1;2;2;2;1;1;1;1;2;;126.128;139.89;393.52;58.822;223.458;31.76;143.005;19.955;344.095;2.386
Model_222;0.51;0.70;1.31;0.81;1.16;0.66;1.71;0.35;0.63;2;2;2;1;1;2;2;2;1;;109.584;140.929;417.625;64.128;218.16;29.086;157.942;27.659;428.864;2.369
Model_223;0.42;0.58;1.45;0.45;0.94;0.72;1.90;0.38;0.50;2;1;1;1;2;1;2;2;1;;125.327;107.322;334.425;64.737;275.87;34.94;117.397;24.49;453.005;2.267
Model_224;0.42;0.65;1.82;0.56;1.02;0.65;1.62;0.66;0.58;2;1;2;1;1;2;1;1;1;;124.214;129.947;285.72;62.47;288.315;36.052;155.371;19.875;417.975;2.469
Model_225;0.43;0.76;1.46;0.66;1.44;0.76;1.73;0.56;0.72;2;1;1;1;1;1;1;1;1;;127.947;136.224;377.263;55.897;165.495;33.821;150.548;24.16;367.785;2.675
Model_226;0.65;0.67;1.47;0.66;0.95;0.91;1.51;0.58;0.74;1;2;2;2;2;1;1;2;1;;76.578;161.444;357.591;56.172;312.686;30.262;177.651;22.092;377.796;2.258
Model_227;0.45;0.68;1.59;0.64;1.47;1.01;1.81;0.53;0.70;2;1;1;1;2;2;1;2;1;;124.102;119.534;338.048;57.234;160.017;30.069;139.311;24.624;353.072;2.49
Model_228;0.55;0.48;1.32;0.55;1.41;0.70;1.46;0.33;0.82;1;2;1;2;2;2;2;2;1;;93.746;131.902;357.804;48.055;143.835;32.874;143.593;29.626;330.491;2.084
Model_229;0.46;0.53;1.59;0.42;1.01;1.23;1.65;0.42;0.90;1;2;1;1;1;2;1;1;1;;104.086;135.261;293.253;52.622;261.902;27.404;139.186;25.153;311.264;2.076
Model_230;0.62;0.56;1.78;0.49;1.07;0.89;1.48;0.50;0.51;1;1;1;2;2;2;2;1;2;;83.907;122.277;291.766;68.514;253.365;30.382;156.278;22.49;456.05;2.305
Model_231;0.60;0.54;1.78;0.73;1.30;1.12;1.92;0.45;0.59;2;2;1;1;1;2;1;1;2;;91.811;99.419;290.338;67.225;191.139;23.188;118.33;25.097;376.125;2.184
Model_232;0.55;0.60;1.48;0.77;1.47;0.99;1.77;0.63;0.48;1;1;1;2;2;1;2;1;1;;104.547;103.819;381.483;77.3;141.714;22.435;125.017;21.964;504.819;2.289
Model_233;0.68;0.64;1.43;0.53;1.42;0.99;1.66;0.49;0.60;1;1;1;2;2;1;2;2;2;;82.809;125.796;378.73;62.81;156.028;30.421;148.989;24.095;428.389;2.304
Model_234;0.35;0.57;1.41;0.79;0.96;1.08;1.98;0.40;0.83;2;1;2;2;2;2;2;1;2;;142.974;129.749;345.188;50.634;271.44;24.777;134.235;27.072;309.034;2.1
Model_235;0.60;0.63;1.46;0.78;1.22;1.13;1.83;0.44;0.73;1;1;2;2;2;1;1;1;2;;90.755;125.708;361.682;58.697;209.744;25.065;143.364;25.926;345.38;2.195
Model_236;0.58;0.58;1.52;0.75;1.12;0.83;1.49;0.42;0.57;2;2;2;2;2;2;2;1;1;;90.583;136.814;353.239;69.266;234.946;27.351;169.214;25.94;454.411;2.25
Model_237;0.58;0.49;1.26;0.39;0.92;0.66;1.70;0.33;0.75;2;2;2;2;2;1;1;1;1;;80.18;138.34;362.032;54.687;261.594;35.837;144.496;25.639;322.595;1.864
Model_238;0.49;0.58;1.37;0.69;1.39;0.71;1.90;0.65;0.73;1;1;2;2;1;2;1;2;1;;111.352;118.812;375.814;57.966;157.021;31.955;131.126;21.033;328.728;2.27
Model_239;0.73;0.49;1.28;0.72;0.97;0.89;1.94;0.59;0.86;2;1;1;2;1;1;2;2;2;;65.667;136.341;370.248;49.659;253.069;27.85;130.362;20.818;312.189;1.697
Model_240;0.56;0.67;1.74;0.63;1.22;0.69;1.51;0.30;0.56;1;2;1;1;1;2;2;2;2;;100.207;133.391;314.697;65.541;219.957;33.311;161.918;28.155;450.676;2.403
Model_241;0.56;0.46;1.53;0.60;1.18;0.89;1.75;0.39;0.77;1;1;1;1;1;1;1;1;2;;89.688;120.441;312.246;51.378;203.562;30.254;132.169;26.557;298.283;1.994
Model_242;0.74;0.44;1.47;0.50;1.31;1.07;1.81;0.36;0.87;1;2;1;1;2;1;1;2;1;;71.624;120.16;320.428;46.309;170.655;29.726;120.595;28.135;280.023;1.861
Model_243;0.46;0.70;1.38;0.53;1.14;0.83;1.92;0.40;0.73;2;2;2;2;1;1;1;2;2;;117.719;128.284;371.531;50.984;222.139;34.281;139.104;25.526;338.867;2.39
Model_244;0.59;0.69;1.79;0.67;1.25;0.74;1.69;0.31;0.87;1;1;1;2;2;2;2;1;2;;93.3;129.396;290.903;48.217;227.768;31.938;146.752;28.491;319.494;2.394
Model_245;0.34;0.77;1.34;0.44;1.30;1.01;1.46;0.55;0.81;2;2;2;1;2;1;2;1;2;;140.141;160.408;387.562;58.382;185.622;33.915;160.228;23.893;379.928;2.779
Model_246;0.54;0.52;1.61;0.63;1.18;0.95;1.65;0.59;0.59;1;2;2;1;1;1;2;2;2;;96.092;117.975;317.375;66.209;211.397;27.855;144.522;21.201;401.086;2.236
Model_247;0.52;0.69;1.79;0.75;1.16;0.81;1.74;0.34;0.58;1;1;2;1;1;1;2;1;2;;109.434;119.288;304.021;66.026;245.921;28.716;144.644;27.623;424.197;2.405
Model_248;0.73;0.56;1.74;0.66;1.15;0.67;1.99;0.42;0.58;1;1;2;2;2;1;2;2;2;;73.296;99.434;293.935;68.167;232.317;31.682;115.334;25.054;382.739;2.11
Model_249;0.71;0.63;1.51;0.72;1.24;0.88;1.61;0.59;0.63;2;1;2;2;2;1;1;2;2;;75.892;133.761;363.181;65.865;208.436;29.109;159.553;22.342;419.142;2.259
Model_250;0.41;0.44;1.51;0.46;1.28;0.66;1.80;0.63;0.84;2;1;1;1;2;2;2;2;2;;126.231;118.616;305.73;52.011;172.778;34.486;120.414;19.903;272.78;2.069
Model_251;0.59;0.67;1.44;0.63;1.44;1.24;1.49;0.55;0.84;1;2;1;2;2;1;2;2;1;;91.702;143.947;365.041;50.276;164.526;27.304;154.039;24.362;356.41;2.415
Model_252;0.44;0.67;1.45;0.83;1.51;0.73;1.91;0.63;0.77;1;2;1;2;1;2;2;1;1;;131.111;121.686;370.917;57.24;149.051;29.613;135.996;22.99;322.547;2.425
Model_253;0.42;0.64;1.63;0.54;1.34;0.72;1.73;0.67;0.77;1;1;1;1;2;2;2;2;2;;124.746;124.096;314.757;49.729;185.834;36.07;142.945;20.945;317.214;2.494
Model_254;0.58;0.69;1.37;0.59;0.94;0.69;1.76;0.45;0.87;1;1;1;1;1;1;2;2;1;;86.419;147.735;362.848;45.717;291.311;32.009;154.182;24.512;354.904;2.17
Model_255;0.54;0.73;1.58;0.65;1.18;0.94;1.54;0.61;0.88;1;1;1;1;1;2;1;2;1;;97.686;149.323;333.426;47.681;240.966;31.456;156.3;23.002;359.239;2.507
Model_256;0.33;0.74;1.39;0.57;1.49;0.98;1.91;0.65;0.52;1;2;1;1;2;2;2;1;2;;157.389;112.034;403.033;65.982;139.998;28.34;123.616;22.188;486.411;2.728
Model_257;0.71;0.52;1.25;0.43;1.05;0.73;1.70;0.32;0.76;2;2;1;1;1;1;2;1;2;;69.38;135.521;375.364;51.133;222.073;35.209;144.949;26.554;329.95;1.914
Model_258;0.34;0.62;1.76;0.84;1.35;0.93;1.67;0.71;0.55;2;2;2;2;2;1;2;2;2;;157.618;114.803;314.424;68.92;183.394;24.265;141.799;21.359;437.417;2.555
Model_259;0.31;0.74;1.72;0.68;1.42;1.07;1.76;0.62;0.79;1;2;2;1;1;2;2;2;1;;165.691;128.573;314.414;51.727;183.489;29.291;146.107;24.19;317.706;2.777
Model_260;0.40;0.57;1.48;0.40;1.50;1.14;1.65;0.30;0.83;2;2;1;2;2;1;2;1;2;;137.118;121.662;326.44;58.073;140.14;30.101;135.93;29.871;305.964;2.383
Model_261;0.65;0.57;1.57;0.85;1.48;0.66;1.46;0.47;0.85;1;1;2;1;1;2;2;1;1;;85.636;131.999;334.88;53.027;161.657;27.788;149.787;26.892;336.655;2.273
Model_262;0.34;0.62;1.66;0.48;1.37;1.12;1.59;0.55;0.82;2;2;1;1;2;2;2;2;2;;151.339;128.272;302.391;53.155;178.988;30.388;145.411;24.096;313.905;2.573
Model_263;0.71;0.74;1.66;0.64;0.95;0.92;2.02;0.47;0.68;1;1;1;1;1;2;2;1;1;;77.943;124.984;316.729;58.592;327.397;30.931;140.489;23.507;366.331;2.299
Model_264;0.64;0.62;1.37;0.72;1.08;1.15;1.79;0.33;0.56;1;2;2;2;2;2;2;1;1;;85.342;122.904;389.804;69.601;239.475;21.842;141.654;27.275;452.604;2.113
Model_265;0.44;0.45;1.54;0.46;1.13;1.00;1.99;0.54;0.48;1;2;2;1;2;2;2;2;2;;116.398;90.545;306.795;71.741;197.249;26.101;95.933;20.492;419.081;2.134
Model_266;0.43;0.62;1.59;0.44;1.14;0.66;1.64;0.66;0.51;2;1;1;2;1;2;1;1;1;;123.24;120.262;327.054;64.344;220.84;38.864;140.363;19.276;466.625;2.502
Model_267;0.42;0.74;1.66;0.74;0.98;0.76;1.50;0.53;0.59;2;1;1;2;2;2;1;1;2;;125.686;157.467;332.386;65.503;317.599;29.974;178.365;23.992;467.103;2.585
Model_268;0.69;0.63;1.56;0.82;1.19;0.89;1.90;0.31;0.74;2;1;2;2;2;2;1;1;2;;78.907;120.862;338.319;58.496;226.406;27.671;138.888;28.426;332.879;2.14
Model_269;0.36;0.76;1.27;0.62;1.00;1.12;2.04;0.70;0.56;1;2;1;2;1;2;1;2;1;;146.627;122.853;426.265;65.185;267.284;24.815;129.155;20.184;461.93;2.567
Model_270;0.33;0.51;1.29;0.38;1.48;0.65;2.04;0.39;0.65;1;2;2;1;1;1;1;2;2;;156.727;105.703;366.818;60.448;120.8;39.62;108.62;25.888;331.576;2.314
Model_271;0.43;0.45;1.28;0.80;0.93;1.19;1.79;0.67;0.83;1;2;2;1;1;2;1;2;2;;107.111;142.893;365.653;50.213;262.074;23.114;137.059;19.243;318.855;1.792
Model_272;0.75;0.68;1.44;0.55;1.44;0.98;1.96;0.40;0.87;2;2;2;2;2;2;2;1;1;;75.401;120.965;360.674;46.518;162.257;32.822;130.247;26.04;308.851;2.271
Model_273;0.39;0.75;1.83;0.69;1.23;0.85;1.58;0.41;0.84;1;1;1;2;2;2;2;1;1;;135.617;140.432;291.263;49.706;239.477;31.708;157.387;27.759;333.941;2.686
Model_274;0.72;0.50;1.36;0.66;1.09;0.89;1.79;0.47;0.85;1;1;1;2;2;2;1;1;2;;70.244;131.883;352.646;49.224;224.696;29.399;134.554;24.222;314.658;1.859
