;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_137;0.45;0.58;1.56;0.65;1.08;0.84;1.81;0.46;0.61;2;2;2;1;1;1;2;2;1;;117.281;118.269;324.826;63.44;243.858;29.776;137.483;24.364;388.35;2.274
Model_138;0.54;0.63;1.70;0.67;1.01;0.80;1.76;0.60;0.72;1;1;2;1;2;2;2;1;2;;95.847;131.05;301.509;56.54;291.678;31.461;152.459;21.421;344.563;2.227
Model_139;0.57;0.60;1.53;0.53;1.01;0.96;1.66;0.51;0.67;1;1;1;2;2;2;2;1;2;;89.733;134.254;328.946;56.623;273.167;31.182;157.167;22.521;375.807;2.21
Model_140;0.57;0.62;1.50;0.56;1.15;1.01;1.84;0.53;0.75;1;1;1;2;2;2;1;1;1;;93.362;125.464;338.448;52.884;226.536;30.994;140.47;22.781;324.005;2.223
Model_141;0.54;0.60;1.56;0.66;1.15;0.89;1.72;0.46;0.72;2;1;2;1;1;2;2;2;2;;98.127;127.469;328.549;56.335;230.398;30.441;149.219;24.981;344.823;2.249
Model_142;0.56;0.64;1.62;0.62;1.06;1.01;1.81;0.50;0.64;1;1;2;2;2;2;2;2;1;;96.388;122.999;320.796;61.523;266.446;28.503;144.221;23.47;382.294;2.25
Model_143;0.54;0.57;1.54;0.65;1.14;1.01;1.70;0.42;0.65;1;1;2;1;1;2;1;1;2;;97.453;124.026;332.035;60.992;226.607;27.561;147.698;25.591;378.014;2.233
Model_144;0.58;0.67;1.51;0.69;1.10;0.80;1.66;0.46;0.67;2;1;1;2;1;1;2;1;1;;93.505;138.582;352.516;61.029;252.049;30.891;161.375;24.771;392.27;2.322
Model_145;0.43;0.59;1.70;0.53;1.16;0.78;1.82;0.46;0.63;1;1;2;1;2;2;2;1;2;;122.523;112.22;293.954;57.907;223.996;34.545;133.044;24.037;363.787;2.384
Model_146;0.47;0.66;1.57;0.54;1.03;0.83;1.65;0.45;0.67;1;1;1;2;1;2;1;2;2;;111.076;138.234;325.6;55.542;272.965;33.798;159.691;24.43;382.888;2.354
Model_147;0.54;0.59;1.62;0.57;1.11;0.82;1.81;0.44;0.67;2;1;2;2;1;1;2;2;1;;98.756;119.224;311.257;58.047;240.931;32.822;139.718;24.606;352.479;2.242
Model_148;0.45;0.66;1.66;0.52;1.01;0.96;1.85;0.52;0.67;1;1;2;1;2;1;2;1;2;;116.684;124.351;303.863;54.465;283.8;31.685;142.964;22.515;360.49;2.335
Model_149;0.55;0.55;1.68;0.51;1.15;0.81;1.83;0.43;0.69;2;2;2;2;2;2;1;2;2;;95.724;115.244;292.955;54.547;226.252;34.344;132.608;24.529;330.277;2.207
Model_150;0.54;0.55;1.51;0.63;1.06;0.99;1.65;0.41;0.60;1;2;1;1;1;1;1;2;2;;95.218;126.859;334.569;64.277;246.081;26.847;151.144;25.429;410.074;2.186
Model_151;0.54;0.59;1.71;0.67;0.97;0.96;1.74;0.47;0.77;2;1;2;2;1;2;2;2;1;;92.97;133.116;292.665;53.95;301.617;28.961;152.705;24.425;317.03;2.125
Model_152;0.41;0.57;1.48;0.53;1.06;0.81;1.65;0.53;0.62;1;2;2;2;1;1;2;2;2;;122.318;129.699;336.479;59.513;241.679;33.069;151.882;22.146;395.821;2.344
Model_153;0.46;0.54;1.60;0.62;1.22;0.90;1.68;0.44;0.76;2;2;2;2;1;2;2;1;2;;113.356;123.893;310.214;52.862;205.375;30.619;143.524;25.582;315.004;2.262
Model_154;0.55;0.57;1.72;0.52;1.06;0.82;1.75;0.58;0.76;2;2;1;2;1;1;1;1;1;;92.779;127.453;286.507;50.894;263.315;33.918;144.252;21.037;310.941;2.2
Model_155;0.40;0.56;1.59;0.50;1.23;1.01;1.84;0.56;0.61;1;2;2;2;1;1;1;1;1;;129.983;110.696;314.03;60.083;194.335;29.613;127.243;21.652;371.912;2.394
Model_156;0.42;0.67;1.53;0.57;1.19;0.99;1.75;0.41;0.77;1;1;1;1;1;2;1;1;2;;124.9;130.87;333.339;49.842;218.929;31.222;147.225;26.374;325.531;2.417
Model_157;0.43;0.58;1.54;0.52;1.06;0.80;1.85;0.54;0.66;1;2;1;1;2;2;1;1;2;;118.751;120.885;318.953;55.757;246.128;34.234;135.357;21.665;355.768;2.292
Model_158;0.48;0.55;1.53;0.50;1.03;0.88;1.86;0.45;0.77;1;2;1;2;1;1;1;1;1;;104.444;125.87;313.195;49.07;253.665;32.751;135.493;23.766;300.076;2.13
Model_159;0.44;0.54;1.72;0.52;1.07;0.85;1.79;0.57;0.71;1;2;2;2;1;1;2;1;2;;114.356;120.569;281.997;53.238;251.338;33.101;137.88;21.059;321.878;2.259
Model_160;0.47;0.56;1.51;0.53;1.04;0.98;1.74;0.50;0.71;2;1;2;2;2;1;1;1;1;;107.686;128.013;325.362;54.017;253.103;30.609;145.425;22.894;338.467;2.216
Model_161;0.44;0.66;1.53;0.67;1.10;0.79;1.68;0.55;0.62;1;1;1;2;1;2;1;1;1;;120.371;133.554;345.973;63.408;247.209;31.246;155.306;22.975;414.476;2.402
Model_162;0.58;0.66;1.64;0.64;1.01;0.96;1.68;0.54;0.68;2;2;2;2;1;2;1;1;2;;91.055;139.077;318.944;58.883;293.002;29.675;160.597;22.56;379.82;2.281
Model_163;0.49;0.61;1.67;0.64;1.15;0.96;1.76;0.47;0.76;2;1;1;2;2;1;1;2;2;;107.935;125.216;303.631;53.492;237.145;29.854;144.532;24.996;319.88;2.297
Model_164;0.47;0.65;1.63;0.56;1.02;0.97;1.73;0.55;0.72;1;1;1;1;2;2;1;2;1;;109.963;134.263;311.482;53.351;281.374;31.384;153.733;22.481;346.854;2.315
Model_165;0.56;0.54;1.56;0.60;0.98;1.01;1.80;0.45;0.75;2;2;2;2;1;2;1;1;1;;88.121;129.835;313.188;53.663;279.209;28.942;142.933;24.038;316.614;2.034
Model_166;0.58;0.60;1.52;0.65;1.17;0.85;1.82;0.44;0.71;2;2;1;2;1;2;2;1;2;;92.531;123.359;335.851;57.411;220.507;31.089;141.308;24.93;343.246;2.191
Model_167;0.45;0.66;1.53;0.56;1.12;0.88;1.83;0.46;0.68;1;2;2;1;1;1;1;2;2;;118.289;126.077;335.237;55.043;237.447;32.582;142.459;24.408;362.043;2.357
Model_168;0.41;0.55;1.62;0.53;1.10;0.80;1.83;0.44;0.67;1;2;2;1;2;1;1;2;2;;124.179;116.876;300.215;55.176;234.123;33.451;133.062;24.422;340.989;2.295
Model_169;0.40;0.55;1.50;0.69;1.14;0.94;1.74;0.54;0.64;2;2;1;1;1;1;1;1;1;;128.911;122.95;336.641;62.203;219.007;27.552;142.734;22.88;376.773;2.31
Model_170;0.44;0.64;1.64;0.52;1.01;0.93;1.79;0.51;0.59;2;1;2;2;1;1;1;1;2;;120.307;121.71;309.206;60.648;278.222;30.892;140.879;22.49;408.224;2.358
Model_171;0.54;0.62;1.53;0.69;1.13;0.90;1.72;0.57;0.63;2;1;1;1;2;2;1;1;2;;99.483;127.324;343.819;63.421;235.648;29.111;149.668;22.264;401.476;2.284
Model_172;0.42;0.57;1.59;0.70;1.07;0.86;1.78;0.48;0.61;1;2;1;2;2;2;1;2;2;;123.089;119.601;317.878;64.26;248.474;28.298;139.568;24.241;391.455;2.292
Model_173;0.40;0.64;1.56;0.58;0.98;0.82;1.66;0.46;0.63;1;2;2;1;1;2;1;1;1;;126.643;137.479;326.453;59.022;288.25;32.368;158.687;24.078;401.035;2.372
Model_174;0.44;0.58;1.54;0.63;1.08;0.81;1.65;0.52;0.73;1;2;1;2;2;2;2;1;1;;114.714;133.959;324.952;55.202;246.837;31.617;154.363;23.264;340.855;2.294
Model_175;0.49;0.54;1.66;0.51;1.13;0.89;1.77;0.47;0.73;1;1;2;1;2;2;1;1;2;;104.771;119.492;293.893;51.308;230.598;33.001;137.229;23.73;316.388;2.234
Model_176;0.53;0.65;1.62;0.53;1.12;0.79;1.82;0.50;0.73;1;1;2;1;2;2;2;2;2;;101.108;124.843;314.329;51.565;244.949;35.137;143.402;23.353;332.776;2.303
Model_177;0.46;0.66;1.59;0.50;1.14;0.97;1.87;0.59;0.71;1;1;2;1;1;2;2;2;2;;115.67;122.457;320.699;51.724;235.305;32.882;139.411;21.534;339.836;2.374
Model_178;0.48;0.67;1.59;0.51;1.14;0.85;1.77;0.49;0.75;1;1;2;2;1;1;1;1;1;;110.961;129.91;321.773;50.213;238.456;34.682;147.213;23.756;329.309;2.392
Model_179;0.56;0.55;1.71;0.61;1.11;0.93;1.84;0.43;0.76;1;1;1;1;1;1;1;1;1;;92.372;119.541;288.694;52.857;244.605;30.444;135.646;25.173;303.11;2.153
Model_180;0.52;0.53;1.56;0.60;1.07;0.94;1.78;0.49;0.67;2;2;1;2;1;1;2;2;1;;98.456;121.791;315.869;59.335;243.85;29.509;139.892;23.209;349.919;2.147
Model_181;0.59;0.56;1.48;0.65;1.01;0.92;1.63;0.44;0.74;1;1;2;2;1;1;1;2;1;;83.498;138.057;337.972;55.69;269.171;29.35;157.602;25.054;342.615;2.098
Model_182;0.51;0.61;1.62;0.58;1.18;0.98;1.83;0.45;0.70;2;1;1;1;2;1;2;1;1;;106.099;118.678;313.614;55.679;222.149;30.458;138.642;24.765;339.119;2.296
Model_183;0.47;0.57;1.56;0.69;1.04;0.83;1.84;0.43;0.60;1;2;1;1;2;2;1;2;1;;111.554;117.104;323.066;64.889;257.215;28.87;134.397;25.106;393.14;2.214
Model_184;0.53;0.66;1.72;0.53;1.19;0.81;1.66;0.56;0.65;1;1;1;1;2;1;2;2;1;;102.874;127.49;305.55;57.13;229.706;35.109;152.791;22.329;380.282;2.415
Model_185;0.46;0.58;1.64;0.65;1.11;0.92;1.63;0.51;0.68;2;1;2;1;2;1;1;1;2;;112.372;128.899;310.943;58.383;243.986;29.444;154.309;23.647;364.005;2.33
Model_186;0.59;0.60;1.64;0.63;1.17;0.98;1.83;0.48;0.64;1;2;2;2;1;2;2;1;1;;92.066;116.311;315.939;62.353;226.769;28.843;137.021;23.827;370.895;2.237
Model_187;0.55;0.56;1.48;0.50;1.16;0.79;1.79;0.60;0.62;1;2;1;1;1;2;2;2;1;;96.073;118.728;339.069;59.827;210.689;35.066;136.18;20.335;381.011;2.246
Model_188;0.59;0.61;1.65;0.69;1.04;0.97;1.66;0.58;0.74;2;2;1;1;2;1;2;1;2;;86.667;136.915;311.5;56.036;278.383;28.736;158.666;22.003;344.205;2.19
Model_189;0.55;0.65;1.56;0.51;1.20;1.00;1.63;0.45;0.63;2;1;1;1;1;2;2;1;1;;99.915;130.771;336.856;57.976;215.556;30.955;155.505;24.467;401.534;2.368
Model_190;0.45;0.64;1.72;0.58;1.10;1.00;1.88;0.52;0.60;1;2;1;2;1;2;1;1;1;;120.006;113.845;297.805;62.363;251.349;28.666;131.26;22.811;389.835;2.368
Model_191;0.46;0.56;1.65;0.53;1.03;0.87;1.83;0.55;0.63;1;2;2;2;2;1;1;2;2;;111.141;117.734;297.435;59.222;262.3;32.073;134.233;21.35;365.362;2.255
Model_192;0.51;0.61;1.51;0.57;1.14;0.80;1.85;0.51;0.76;2;2;2;1;2;2;1;1;1;;103.664;125.47;333.185;51.569;227.964;33.639;138.751;23.127;315.447;2.239
Model_193;0.42;0.59;1.53;0.51;1.06;0.96;1.78;0.54;0.64;1;2;2;1;2;1;2;2;2;;121.415;123.445;324.921;56.771;247.108;30.957;141.59;21.919;373.633;2.332
Model_194;0.54;0.60;1.67;0.62;1.05;0.79;1.78;0.50;0.72;2;1;1;1;2;1;1;2;1;;96.512;126.314;301.566;55.56;268.733;32.239;145.869;23.461;334.921;2.219
Model_195;0.42;0.59;1.59;0.53;1.22;0.83;1.67;0.58;0.61;2;2;2;1;1;2;1;2;1;;124.436;122.408;322.727;60.298;202.392;33.689;145.253;21.654;393.893;2.443
Model_196;0.60;0.57;1.65;0.68;1.09;0.93;1.80;0.55;0.61;2;1;1;1;2;1;2;1;2;;88.023;116.025;311.227;65.226;250.066;27.906;138.118;22.129;389.713;2.185
Model_197;0.54;0.64;1.61;0.60;1.05;0.83;1.70;0.46;0.76;2;2;1;2;2;2;2;1;1;;96.735;136.21;315.675;52.686;270.547;32.568;155.187;24.386;330.685;2.246
Model_198;0.40;0.58;1.51;0.51;1.23;0.80;1.64;0.56;0.69;1;1;2;2;2;1;2;2;2;;127.064;126.747;332.266;54.019;196.253;34.743;149.215;22.341;355.512;2.434
Model_199;0.56;0.62;1.65;0.58;1.09;0.96;1.67;0.42;0.61;1;2;1;2;2;2;2;2;2;;95.717;126.577;313.36;62.021;252.779;29.488;151.883;25.08;404.358;2.28
Model_200;0.47;0.58;1.54;0.54;0.98;0.87;1.74;0.57;0.76;2;1;2;2;2;2;2;1;2;;105.33;133.406;317.897;50.712;279.864;32.567;149.215;21.322;321.2;2.182
Model_201;0.41;0.62;1.67;0.59;1.10;1.01;1.67;0.41;0.67;2;1;1;1;2;1;1;1;1;;126.823;128.085;304.337;56.93;249.297;28.933;152.57;26.031;365.817;2.408
Model_202;0.48;0.63;1.61;0.53;1.09;0.91;1.81;0.56;0.64;1;2;1;2;2;2;2;2;2;;110.605;122.102;315.462;57.983;248.725;32.357;140.949;21.732;376.747;2.331
Model_203;0.44;0.61;1.68;0.53;1.21;0.94;1.75;0.41;0.74;2;1;1;1;1;2;1;2;1;;120.672;121.864;298.644;51.056;215.89;32.5;142.278;26.208;321.165;2.39
Model_204;0.49;0.61;1.58;0.66;1.13;0.81;1.72;0.42;0.72;2;2;1;1;2;2;1;2;2;;107.7;129.23;322.105;55.72;237.046;31.273;149.093;25.932;344.812;2.279
Model_205;0.48;0.54;1.72;0.62;1.14;0.84;1.74;0.42;0.69;1;2;2;1;2;1;1;2;1;;108.285;118.619;289.091;57.19;232.268;31.06;140.239;25.65;334.965;2.251
Model_206;0.46;0.62;1.54;0.66;1.00;0.89;1.83;0.54;0.64;1;1;2;2;1;2;1;1;2;;113.035;125.594;331.264;61.697;278.803;29.48;143.384;22.475;384.26;2.26
Model_207;0.56;0.58;1.72;0.59;1.00;0.94;1.87;0.43;0.66;2;1;2;1;1;1;2;1;2;;92.976;117.907;287.92;58.494;284.009;29.864;136.58;24.333;351.353;2.148
Model_208;0.57;0.59;1.68;0.54;1.03;0.86;1.84;0.58;0.62;1;1;1;1;1;2;2;2;1;;92.476;117.178;298.453;60.737;271.136;32.731;136.259;20.833;376.231;2.223
Model_209;0.55;0.61;1.48;0.52;1.01;0.92;1.77;0.44;0.72;1;1;1;2;1;2;2;1;1;;93.671;131.866;335.843;52.886;267.917;32.463;149.276;24.103;341.696;2.168
Model_210;0.42;0.54;1.63;0.69;1.14;1.01;1.72;0.47;0.63;1;2;1;2;1;1;2;2;2;;123.2;118.7;308.436;62.869;225.48;25.926;142.446;24.712;375.234;2.295
Model_211;0.56;0.66;1.53;0.70;1.04;0.99;1.83;0.53;0.73;1;2;2;1;2;2;1;2;2;;94.328;133.156;340.195;56.456;273.071;28.584;148.897;23.259;346.981;2.246
Model_212;0.49;0.56;1.68;0.67;1.07;0.99;1.67;0.46;0.60;1;1;2;1;2;2;2;2;1;;106.221;120.557;304.122;64.969;254.891;26.49;148.247;24.638;396.504;2.27
Model_213;0.52;0.60;1.67;0.69;1.06;0.96;1.82;0.58;0.69;1;2;2;1;1;2;1;1;2;;100.431;124.569;306.047;58.93;266.514;28.572;143.208;21.79;350.602;2.229
Model_214;0.54;0.56;1.73;0.52;1.19;0.87;1.71;0.46;0.61;2;1;2;2;1;1;1;2;1;;99.083;113.717;292.533;61.282;216.101;32.489;138.8;24.051;376.276;2.306
Model_215;0.55;0.65;1.50;0.57;1.09;1.00;1.72;0.42;0.69;2;2;2;1;1;1;2;1;1;;97.755;133.958;344.581;55.706;248.588;30.142;153.82;25.015;367.108;2.275
Model_216;0.48;0.54;1.70;0.65;1.20;0.95;1.70;0.60;0.76;1;2;1;2;2;1;1;2;2;;107.681;123.25;294.437;54.056;218.391;29.535;142.202;21.82;313.19;2.273
Model_217;0.43;0.55;1.67;0.58;1.02;0.94;1.68;0.59;0.68;1;1;1;2;2;2;1;1;2;;115.383;127.338;294.657;57.167;269.746;30.258;149.529;21.031;352.575;2.281
Model_218;0.59;0.65;1.59;0.67;1.19;0.89;1.84;0.56;0.61;2;2;1;2;2;1;2;1;2;;94.842;118.054;335.581;64.985;222.853;29.559;137.636;22.358;404.021;2.279
Model_219;0.47;0.55;1.54;0.58;1.20;0.82;1.72;0.59;0.60;1;2;2;1;2;1;2;1;1;;111.661;117.469;330.401;63.709;202.077;31.955;139.424;21.084;393.447;2.317
Model_220;0.57;0.67;1.65;0.64;1.08;0.98;1.69;0.59;0.62;2;1;1;1;2;2;2;2;1;;95.968;131.242;323.932;63.045;266.793;28.87;155.565;21.911;410.576;2.352
Model_221;0.58;0.64;1.70;0.61;1.16;0.80;1.69;0.45;0.72;1;2;2;2;2;2;2;2;1;;92.864;129.285;306.196;55.705;240.705;33.207;152.532;24.961;344.042;2.296
Model_222;0.57;0.55;1.54;0.66;1.09;0.80;1.76;0.43;0.72;2;2;1;1;2;2;1;1;1;;90.157;126.232;324.086;56.671;242.025;30.896;143.72;25.083;334.587;2.124
Model_223;0.59;0.62;1.64;0.66;1.15;0.83;1.65;0.40;0.76;2;1;1;1;2;1;2;1;2;;89.768;131.601;313.456;53.773;239.78;31.165;154.271;26.404;332.143;2.244
Model_224;0.40;0.60;1.53;0.56;0.98;0.84;1.75;0.51;0.61;1;2;2;1;1;1;1;2;2;;125.802;127.796;325.962;60.127;278.164;31.727;146.075;22.593;399.304;2.325
Model_225;0.57;0.58;1.52;0.55;1.08;0.83;1.64;0.44;0.74;2;2;2;2;1;2;2;1;2;;89.619;134.502;328.126;52.468;246.352;33.08;154.256;24.484;338.055;2.184
Model_226;0.41;0.61;1.48;0.55;1.12;0.96;1.83;0.60;0.69;1;2;2;2;1;1;1;2;1;;125.193;125.317;340.777;55.615;228.624;31.137;140.065;21.278;349.756;2.357
Model_227;0.57;0.55;1.69;0.61;1.09;0.89;1.77;0.49;0.66;2;2;1;2;2;1;1;1;1;;91.19;119.435;296.262;60.44;249.002;30.419;140.115;23.229;353.899;2.182
Model_228;0.44;0.55;1.47;0.63;1.11;0.94;1.86;0.60;0.60;1;2;2;1;1;1;1;1;1;;118.284;115.679;342.688;64.685;223.991;28.229;129.847;20.782;390.082;2.258
Model_229;0.48;0.62;1.69;0.66;1.19;0.95;1.83;0.57;0.60;2;2;1;1;2;2;1;2;1;;114.089;113.698;309.859;64.703;222.363;28.378;133.599;22.37;394.284;2.355
Model_230;0.59;0.66;1.47;0.60;1.19;0.97;1.65;0.53;0.67;2;2;1;1;2;1;1;1;2;;92.191;137.471;360.76;58.271;218.174;30.428;157.174;23.018;391.514;2.333
Model_231;0.41;0.66;1.62;0.62;1.06;0.95;1.70;0.53;0.62;2;2;1;2;2;2;2;1;2;;127.461;131.145;321.095;61.309;264.951;29.275;153.291;23.086;405.998;2.409
Model_232;0.45;0.56;1.47;0.52;1.21;0.92;1.63;0.54;0.67;2;1;2;1;2;1;2;1;1;;115.184;126.809;341.748;56.203;197.907;32.159;150.263;22.43;365.619;2.348
Model_233;0.50;0.62;1.49;0.51;1.19;0.83;1.78;0.47;0.66;2;1;2;2;1;2;2;1;2;;108.028;122.215;342.091;56.058;209.276;34.593;141.776;23.767;369.08;2.327
Model_234;0.51;0.58;1.69;0.50;1.21;0.98;1.86;0.50;0.69;1;2;1;1;2;2;1;2;2;;104.741;113.936;294.63;53.699;212.116;31.923;131.121;23.153;332.194;2.301
Model_235;0.58;0.59;1.49;0.69;1.04;0.89;1.77;0.50;0.65;2;2;1;1;2;1;1;2;2;;89.731;128.43;343.729;61.961;260.63;28.75;147.235;23.382;383.601;2.147
Model_236;0.46;0.53;1.54;0.60;1.16;0.87;1.86;0.52;0.74;2;2;1;2;1;2;1;1;1;;112.635;119.726;317.837;54.209;214.468;31.424;131.658;22.832;310.857;2.194
Model_237;0.48;0.65;1.59;0.54;1.05;0.80;1.70;0.49;0.72;2;1;2;1;2;2;1;1;2;;108.711;134.606;319.491;52.14;266.966;34.448;154.134;23.495;349.653;2.318
Model_238;0.44;0.62;1.52;0.60;1.08;0.86;1.66;0.57;0.62;2;2;1;1;2;2;2;1;2;;118.121;132.261;338.876;61.079;246.855;31.351;154.804;21.838;407.343;2.366
Model_239;0.43;0.67;1.67;0.61;1.14;0.93;1.74;0.51;0.77;2;1;1;1;1;2;2;2;1;;122.365;130.963;307.944;51.558;245.327;31.667;150.602;24.334;322.623;2.422
Model_240;0.59;0.58;1.70;0.66;1.01;0.88;1.81;0.55;0.59;1;1;1;2;2;1;2;2;1;;88.731;116.321;299.943;66.943;282.261;28.73;137.659;21.971;398.448;2.177
Model_241;0.51;0.55;1.72;0.54;1.07;0.81;1.77;0.45;0.67;1;2;1;1;1;1;1;1;1;;101.074;119.629;284.93;56.5;253.171;33.262;139.4;23.825;343.182;2.224
Model_242;0.46;0.62;1.68;0.53;1.19;0.89;1.87;0.42;0.66;1;1;1;2;1;2;1;1;1;;117.567;113.587;300.467;56.624;219.1;33.011;132.431;25.218;351.289;2.372
Model_243;0.46;0.56;1.47;0.59;1.07;0.83;1.86;0.48;0.75;2;2;2;2;2;2;1;2;1;;110.919;125.357;333.488;52.961;239.762;32.01;136.334;23.746;313.516;2.17
Model_244;0.51;0.61;1.64;0.58;1.20;0.96;1.85;0.58;0.76;2;2;2;2;2;2;1;2;2;;104.776;121.277;309.726;52.347;220.303;31.544;136.779;22.059;312.778;2.294
Model_245;0.49;0.66;1.69;0.69;1.05;0.80;1.71;0.53;0.66;2;2;2;2;1;1;2;1;1;;109.138;132.702;310.724;61.102;278.597;30.739;156.032;23.186;381.223;2.34
Model_246;0.43;0.56;1.53;0.52;0.98;0.85;1.78;0.44;0.59;2;1;1;1;1;2;1;2;2;;118.299;120.183;318.09;60.924;270.031;31.954;137.889;23.784;398.059;2.25
Model_247;0.46;0.62;1.72;0.52;1.18;0.96;1.63;0.43;0.71;2;2;2;2;1;2;2;2;2;;114.795;128.54;295.632;52.652;228.455;32.116;153.086;25.407;344.762;2.402
Model_248;0.44;0.57;1.70;0.65;0.97;1.01;1.68;0.54;0.62;2;1;2;2;2;2;2;1;2;;114.739;126.511;295.252;62.974;294.891;26.68;152.371;22.302;388.836;2.267
Model_249;0.59;0.57;1.68;0.51;1.15;0.89;1.80;0.40;0.72;2;2;1;2;2;2;2;1;2;;89.56;118.816;294.528;52.6;230.273;33.26;137.932;25.289;323.273;2.195
Model_250;0.52;0.55;1.73;0.62;1.23;0.98;1.79;0.52;0.66;1;2;2;2;1;2;1;2;1;;102.604;113.282;293.617;60.692;208.624;29.09;134.623;23.201;347.482;2.278
Model_251;0.42;0.54;1.61;0.56;1.12;1.00;1.72;0.59;0.71;1;1;2;1;1;1;2;1;1;;120.328;123.204;306.467;54.58;231.415;29.876;143.452;21.271;331.718;2.306
Model_252;0.59;0.53;1.65;0.68;1.17;0.85;1.86;0.48;0.59;1;2;2;1;1;1;2;2;1;;90.166;107.168;308.566;67.127;217.73;28.701;125.764;23.797;383.235;2.156
Model_253;0.40;0.58;1.71;0.61;1.19;0.88;1.70;0.47;0.70;2;1;2;1;2;2;2;1;1;;130.016;120.787;295.299;55.877;220.548;31.389;145.447;24.885;338.133;2.413
Model_254;0.56;0.55;1.56;0.68;1.02;1.01;1.64;0.54;0.64;1;1;1;2;1;1;2;1;2;;89.708;130.584;325.062;63.218;268.854;26.47;156.768;22.365;389.796;2.164
Model_255;0.42;0.65;1.58;0.54;1.08;0.98;1.71;0.48;0.74;1;1;2;2;2;2;2;2;1;;122.087;133.198;320.934;51.571;254.848;31.569;152.973;24.383;336.633;2.382
Model_256;0.56;0.53;1.70;0.55;1.11;1.00;1.68;0.40;0.60;2;1;1;1;1;1;2;2;1;;93.085;115.335;293.005;62.851;235.761;28.213;142.206;25.529;383.019;2.209
Model_257;0.44;0.62;1.63;0.51;1.20;0.98;1.74;0.52;0.68;1;2;1;1;1;1;2;1;2;;119.612;123.289;310.978;53.972;215.107;31.648;144.364;22.98;354.999;2.412
Model_258;0.43;0.63;1.52;0.54;1.03;1.00;1.76;0.50;0.59;1;2;2;1;2;1;1;2;1;;121.583;125.666;336.188;61.24;262.493;28.746;143.688;23.011;414.882;2.354
Model_259;0.56;0.67;1.54;0.63;1.15;0.94;1.85;0.49;0.75;1;1;2;2;2;1;1;1;1;;97.15;127.254;338.752;54.438;236.171;30.966;143.539;24.124;330.649;2.316
Model_260;0.54;0.64;1.72;0.60;1.10;0.98;1.77;0.59;0.71;2;2;1;2;1;1;2;1;1;;99.144;127.49;299.435;56.29;259.714;30.467;148.543;21.598;344.043;2.291
Model_261;0.42;0.65;1.53;0.64;1.04;0.79;1.75;0.48;0.75;2;2;2;1;2;2;1;2;2;;121.483;136.102;331.914;52.853;266.515;31.934;151.864;24.504;336.493;2.311
Model_262;0.52;0.56;1.47;0.59;1.02;0.95;1.78;0.59;0.60;2;1;2;2;1;1;1;1;1;;99.395;122.454;342.831;64.723;258.246;28.758;140.36;20.64;401.057;2.191
Model_263;0.55;0.55;1.63;0.52;1.21;0.98;1.76;0.46;0.64;1;2;1;1;2;2;2;2;1;;96.648;114.79;307.338;58.778;205.55;30.62;136.544;24.052;361.139;2.254
Model_264;0.49;0.63;1.68;0.67;1.17;0.86;1.74;0.41;0.66;2;2;2;2;1;2;2;1;2;;110.965;123.067;309.919;60.282;231.659;30.358;146.958;26.015;370.543;2.333
Model_265;0.48;0.63;1.54;0.59;1.08;0.78;1.64;0.41;0.71;1;2;1;2;2;2;2;2;2;;108.092;136.795;329.528;54.695;251.348;33.122;158.095;25.73;358.904;2.305
Model_266;0.49;0.59;1.71;0.67;0.99;1.01;1.83;0.43;0.60;2;1;2;2;2;1;1;2;2;;107.347;116.635;294.972;64.671;288.98;25.893;136.89;25.027;391.601;2.215
Model_267;0.57;0.61;1.56;0.56;0.98;0.90;1.83;0.59;0.73;2;2;2;1;2;1;1;1;1;;89.807;131.47;321.406;53.492;288.666;32.104;145.835;20.784;333.465;2.136
Model_268;0.49;0.55;1.59;0.51;1.14;0.95;1.81;0.56;0.75;1;1;1;1;1;2;2;2;2;;104.881;121.03;307.108;50.402;224.877;32.275;136.343;21.752;310.427;2.231
Model_269;0.51;0.56;1.56;0.52;1.07;0.97;1.82;0.56;0.71;2;2;2;1;1;2;2;2;2;;100.641;123.462;315.278;53.256;246.25;31.426;138.805;21.371;331.461;2.191
Model_270;0.59;0.54;1.49;0.55;1.06;1.01;1.69;0.50;0.72;1;1;2;2;1;1;1;1;1;;84.729;130.194;331.969;54.788;246.819;29.834;148.59;22.919;338.852;2.121
Model_271;0.49;0.64;1.60;0.60;1.18;0.83;1.80;0.44;0.59;1;2;2;2;1;2;1;1;2;;112.258;117.266;327.178;63.559;220.031;31.717;136.695;24.761;410.077;2.349
Model_272;0.47;0.53;1.65;0.67;1.05;0.93;1.68;0.50;0.67;2;1;1;2;2;1;2;2;1;;107.851;124.493;301.319;60.402;258.248;28.2;148.989;23.601;355.674;2.209
Model_273;0.44;0.59;1.63;0.52;1.17;0.79;1.74;0.58;0.69;1;2;2;1;2;1;2;1;1;;117.839;122.67;308.398;54.246;221.687;34.916;143.184;21.437;343.874;2.384
Model_274;0.54;0.55;1.72;0.63;1.01;0.87;1.77;0.53;0.75;2;2;2;2;2;2;1;1;2;;92.594;127.416;286.877;54.061;280.639;30.671;143.975;22.395;315.742;2.12
