;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_399;0.44;0.65;1.60;0.75;1.18;0.72;1.66;0.50;0.63;1;2;1;2;1;2;1;2;1;;121.759;131.598;334.432;63.926;226.872;30.264;155.089;24.765;405.004;2.414
Model_400;0.58;0.70;1.46;0.59;1.20;1.02;1.77;0.48;0.61;2;1;1;1;1;2;1;1;1;;98.302;128.291;371.152;62.031;214.943;28.948;146.179;24.033;422.769;2.41
Model_401;0.37;0.54;1.37;0.62;1.09;0.73;1.73;0.36;0.78;2;2;2;2;2;1;2;2;2;;136.352;130.967;349.503;50.519;220.781;31.037;142.706;27.678;317.296;2.198
Model_402;0.51;0.54;1.32;0.58;1.24;1.00;1.93;0.60;0.67;1;2;2;1;1;2;2;1;1;;104.237;117.2;378.59;59.089;178.364;29.614;126.661;20.698;348.041;2.16
Model_403;0.40;0.64;1.48;0.57;0.95;0.85;1.61;0.56;0.80;2;2;1;1;2;2;1;2;1;;120.17;149.793;334.811;48.495;294.705;32.371;161.807;22.451;350.673;2.27
Model_404;0.48;0.55;1.32;0.49;1.05;0.87;1.93;0.51;0.64;2;2;2;1;2;1;1;1;2;;107.409;119.679;368.129;56.872;227.919;32.861;127.248;21.676;363.263;2.139
Model_405;0.41;0.52;1.56;0.63;1.25;1.04;1.66;0.64;0.78;2;2;2;2;1;1;1;1;2;;128.348;125.845;317.441;52.22;194.858;28.402;141.613;21.006;308.725;2.293
Model_406;0.59;0.53;1.32;0.55;1.05;1.00;1.75;0.40;0.61;1;2;2;1;1;2;1;1;1;;86.374;125.511;375.126;62.411;230.914;28.319;141.638;24.836;396.75;2.068
Model_407;0.41;0.67;1.56;0.48;1.20;0.79;1.99;0.39;0.58;2;1;1;2;1;1;2;1;1;;134.346;105.769;327.892;58.979;207.511;35.499;119.175;25.508;399.607;2.43
Model_408;0.63;0.50;1.58;0.74;0.95;0.73;1.80;0.54;0.63;2;2;1;1;2;1;2;1;2;;76.436;123.214;313.061;64.347;292.05;28.53;140.012;21.695;374.542;1.96
Model_409;0.35;0.53;1.45;0.47;1.09;0.90;1.80;0.35;0.80;2;1;2;1;2;1;2;2;1;;142.338;124.489;323.539;50.499;222.102;32.389;134.454;27.496;296.057;2.231
Model_410;0.36;0.62;1.31;0.74;1.16;1.00;1.68;0.51;0.62;1;1;2;1;1;2;1;1;2;;141.644;134.569;400.228;63.416;206.297;25.711;154.138;24.526;421.325;2.41
Model_411;0.41;0.63;1.42;0.48;1.05;0.71;1.67;0.44;0.76;1;2;1;1;2;1;2;2;1;;121.389;139.577;346.026;50.482;247.15;35.797;154.24;24.583;334.967;2.323
Model_412;0.56;0.53;1.52;0.72;1.15;0.82;1.84;0.61;0.78;2;2;1;1;1;1;2;1;1;;91.871;124.535;328.257;54.422;222.544;29.512;136.134;21.16;303.025;2.095
Model_413;0.38;0.65;1.24;0.67;0.99;0.98;1.98;0.49;0.75;1;2;1;1;1;2;2;2;2;;130.618;133.236;401.069;53.227;250.696;28.595;139.308;24.08;336.894;2.203
Model_414;0.39;0.67;1.43;0.74;0.94;1.01;1.95;0.48;0.65;2;1;2;1;2;1;1;2;1;;132.561;127.389;361.492;61.207;300.588;25.886;140.311;24.657;383.703;2.296
Model_415;0.62;0.63;1.49;0.66;1.05;0.74;1.98;0.50;0.61;2;1;1;2;1;2;2;1;1;;88.369;114.772;347.806;65.2;258.833;31.683;128.64;22.96;394.216;2.142
Model_416;0.36;0.69;1.49;0.75;0.93;0.98;1.84;0.56;0.77;2;1;1;2;2;1;2;2;1;;135.835;140.751;344.114;54.592;311.136;27.422;154.979;23.569;340.879;2.353
Model_417;0.37;0.59;1.26;0.75;0.97;0.80;1.60;0.62;0.76;2;1;2;1;2;2;2;2;2;;127.491;150.38;393.003;54.524;262.9;28.598;163.705;21.65;365.241;2.214
Model_418;0.39;0.65;1.49;0.62;0.91;1.07;1.85;0.60;0.65;1;2;2;2;2;1;2;2;1;;128.316;132.78;340.265;59.695;314.989;26.822;147.921;21.262;383.118;2.278
Model_419;0.49;0.63;1.38;0.69;1.26;0.73;1.81;0.36;0.71;2;1;1;2;2;1;2;2;2;;111.917;124.986;373.525;57.592;187.368;31.216;142.507;27.708;351.642;2.265
Model_420;0.40;0.55;1.33;0.68;1.18;0.98;1.65;0.53;0.78;2;2;2;1;2;1;2;2;1;;128.704;135.464;370.462;52.775;198.346;28.256;148.802;23.793;330.579;2.243
Model_421;0.53;0.70;1.45;0.75;1.06;0.73;1.66;0.39;0.73;2;1;1;1;1;1;1;1;2;;100.875;146.498;364.496;56.839;264.498;30.014;163.63;26.565;370.083;2.36
Model_422;0.53;0.66;1.25;0.55;0.95;0.94;1.93;0.55;0.72;2;2;2;2;2;2;2;1;1;;98.154;135.951;402.908;53.471;273.092;31.709;143.917;21.474;345.05;2.158
Model_423;0.41;0.54;1.38;0.53;1.27;1.00;1.99;0.45;0.64;2;2;2;1;1;2;2;2;1;;129.792;108.92;356.779;58.585;170.58;29.695;117.732;24.433;350.539;2.256
Model_424;0.35;0.52;1.52;0.60;1.27;0.95;1.99;0.50;0.67;2;1;1;2;1;1;2;1;1;;152.967;106.766;321.431;58.51;178.545;29.409;117.139;23.754;328.032;2.317
Model_425;0.51;0.70;1.45;0.69;1.20;0.76;1.96;0.55;0.66;1;1;2;2;1;1;1;2;1;;110.249;120.28;370.494;61.425;215.254;31.823;134.36;23.157;377.595;2.402
Model_426;0.49;0.67;1.30;0.59;1.12;0.88;1.65;0.53;0.64;2;1;1;1;1;2;1;1;1;;109.248;143.388;404.794;59.664;222.901;31.898;160.122;22.904;417.059;2.361
Model_427;0.63;0.56;1.57;0.61;1.04;0.87;1.65;0.50;0.58;1;1;1;1;2;2;2;1;1;;81.522;124.494;326.597;66.657;260.458;29.842;151.178;22.864;420.548;2.179
Model_428;0.41;0.71;1.45;0.50;0.94;1.07;1.82;0.57;0.60;1;2;2;2;2;2;1;2;1;;127.774;134.273;357.43;58.589;304.089;28.556;147.053;21.461;425.313;2.454
Model_429;0.43;0.63;1.54;0.45;1.04;0.80;1.66;0.63;0.58;1;2;2;1;1;2;2;2;2;;119.924;130.945;330.709;58.213;258.305;35.955;151.583;19.749;426.94;2.424
Model_430;0.36;0.55;1.31;0.50;1.10;0.80;1.60;0.36;0.59;2;2;2;2;2;1;1;1;1;;137.999;131.412;375.001;60.418;208.814;33.1;152.496;26.41;418.08;2.352
Model_431;0.57;0.65;1.60;0.54;0.91;0.72;1.89;0.37;0.69;2;1;2;1;1;2;1;1;1;;92.214;129.038;311.272;54.32;321.231;34.795;144.668;25.043;351.331;2.159
Model_432;0.55;0.49;1.49;0.61;1.16;1.08;1.92;0.41;0.74;1;1;1;2;2;1;1;1;2;;93.255;115.923;324.248;54.359;207.859;27.393;124.489;25.659;304.8;2.021
Model_433;0.37;0.50;1.24;0.72;1.27;0.77;1.70;0.46;0.78;1;2;1;2;2;2;1;2;2;;144.963;131.301;384.229;53.026;162.885;29.037;139.194;25.709;323.241;2.146
Model_434;0.38;0.66;1.54;0.53;1.26;0.75;1.95;0.39;0.59;2;2;1;1;1;2;2;2;2;;141.729;108.381;333.73;59.29;190.399;35.267;122.603;26.195;397.611;2.454
Model_435;0.48;0.67;1.57;0.46;1.03;0.99;1.73;0.65;0.74;2;1;1;2;2;2;2;2;1;;108.381;136.712;322.616;53.125;274.468;33.252;154.421;20.132;339.734;2.366
Model_436;0.53;0.49;1.25;0.70;1.11;0.92;1.69;0.45;0.70;1;2;2;1;2;1;2;2;2;;93.959;132.433;389.38;58.34;205.205;27.691;146.574;24.724;353.373;1.989
Model_437;0.58;0.57;1.33;0.58;1.20;0.81;1.83;0.39;0.67;1;2;2;2;2;1;2;2;2;;92.059;122.016;378.084;58.477;192.053;32.412;136.921;25.829;361.25;2.138
Model_438;0.53;0.56;1.50;0.61;0.92;0.74;1.65;0.48;0.71;1;1;2;2;1;1;2;2;2;;91.18;139.299;327.699;55.932;302.164;31.691;159.746;23.328;354.522;2.087
Model_439;0.55;0.56;1.45;0.63;0.96;0.82;1.98;0.53;0.83;1;2;2;1;2;1;1;1;2;;88.498;130.31;334.139;48.724;276.677;30.455;132.073;22.122;304.989;1.948
Model_440;0.45;0.63;1.50;0.68;1.14;1.06;1.95;0.46;0.57;1;1;2;1;2;1;2;2;2;;122.04;108.782;348.59;66.318;224.413;24.622;123.895;24.881;418.991;2.31
Model_441;0.45;0.57;1.57;0.68;1.03;1.03;1.99;0.50;0.76;1;2;2;1;2;1;1;1;1;;113.262;121.652;314.991;53.906;263.076;27.531;130.213;23.55;302.7;2.151
Model_442;0.65;0.68;1.50;0.59;1.06;0.84;1.59;0.53;0.77;2;1;1;1;1;1;1;2;1;;80.282;148.774;347.558;51.931;268.185;33.033;164.774;23.131;357.434;2.316
Model_443;0.44;0.69;1.38;0.67;1.14;0.84;1.87;0.45;0.82;2;2;2;1;1;2;1;2;2;;119.445;134.278;370.166;49.719;224.318;31.108;142.829;25.642;334.025;2.348
Model_444;0.40;0.54;1.28;0.73;1.05;1.08;1.90;0.54;0.75;1;1;1;1;1;2;2;1;2;;125.008;128.971;380.097;54.878;227.037;25.675;135.789;22.791;319.123;2.098
Model_445;0.37;0.71;1.23;0.60;1.06;0.88;1.84;0.40;0.57;1;2;2;1;1;2;2;2;1;;142.342;131.238;430.796;62.946;233.333;30.145;141.325;25.866;454.838;2.464
Model_446;0.56;0.57;1.56;0.49;1.02;0.84;1.77;0.48;0.76;1;1;2;2;1;2;2;1;1;;89.942;128.988;313.228;49.732;265.525;34.124;144.764;23.029;313.652;2.137
Model_447;0.54;0.56;1.30;0.69;1.09;0.99;1.94;0.48;0.64;1;2;1;2;2;1;2;2;1;;97.557;120.089;387.98;63.589;220.635;26.706;130.272;23.704;373.47;2.076
Model_448;0.38;0.58;1.23;0.51;1.08;1.04;1.76;0.49;0.58;2;2;1;1;2;1;2;2;2;;133.487;127.2;403.449;61.205;210.891;27.616;140.952;22.949;425.164;2.304
Model_449;0.36;0.58;1.46;0.59;1.23;1.09;1.63;0.59;0.72;2;1;2;1;1;1;2;2;2;;141.291;130.554;345.285;54.127;195.517;27.998;151.54;22.453;348.025;2.443
Model_450;0.49;0.50;1.28;0.72;1.12;1.04;1.81;0.41;0.62;2;2;2;1;2;2;1;2;2;;105.663;121.433;387.509;64.177;203.231;24.54;134.677;25.832;387.033;2.043
Model_451;0.42;0.66;1.59;0.50;1.14;1.03;1.81;0.50;0.83;1;1;2;1;1;2;2;2;1;;122.728;128.703;315.407;50.261;236.087;31.838;142.575;24.18;312.08;2.376
Model_452;0.53;0.66;1.43;0.45;1.04;0.99;1.66;0.64;0.82;1;2;2;1;2;2;2;2;1;;95.824;145.004;349.903;53.813;260.064;33.257;155.359;20.358;345.256;2.285
Model_453;0.54;0.57;1.42;0.48;1.13;0.75;1.94;0.45;0.68;1;1;1;1;2;1;2;1;2;;97.945;116.021;344.883;53.591;214.455;35.748;127.52;23.481;339.561;2.173
Model_454;0.65;0.60;1.47;0.66;1.28;0.87;1.69;0.60;0.80;2;2;2;1;2;2;2;1;2;;81.368;131.331;350.764;52.484;194.099;31.367;146.749;21.966;327.288;2.202
Model_455;0.56;0.50;1.47;0.74;1.18;0.92;1.96;0.63;0.73;2;1;1;2;1;1;2;1;2;;92.719;116.677;338.169;58.106;206.015;27.938;124.897;20.454;314.384;2.037
Model_456;0.44;0.50;1.52;0.59;1.30;1.08;1.60;0.44;0.63;2;1;1;2;1;2;1;1;1;;118.979;118.864;328.699;62.206;172.235;26.388;146.095;25.485;377.404;2.281
Model_457;0.64;0.71;1.34;0.64;1.19;0.76;1.82;0.48;0.56;1;1;2;1;1;1;1;1;2;;90.698;125.825;413.372;67.214;209.572;31.924;139.691;23.893;469.506;2.369
Model_458;0.58;0.54;1.57;0.61;1.02;1.07;1.74;0.55;0.58;2;1;1;1;1;1;1;1;2;;88.171;119.561;320.51;66.42;263.676;25.303;140.825;21.512;410.729;2.147
Model_459;0.54;0.49;1.23;0.63;1.16;0.96;1.98;0.42;0.71;2;2;1;2;1;2;1;1;1;;95.66;120.906;390.044;57.435;185.522;28.861;122.441;24.864;320.763;1.931
Model_460;0.55;0.67;1.50;0.48;1.19;0.93;1.96;0.36;0.74;1;1;1;1;2;1;2;2;1;;101.013;118.834;338.584;49.934;215;33.916;133.027;26.262;320.481;2.312
Model_461;0.57;0.61;1.39;0.63;1.23;0.74;1.84;0.55;0.60;1;1;2;2;1;1;1;2;1;;96.817;118.06;378.907;65.818;192.719;32.441;134.599;22.398;409.647;2.252
Model_462;0.61;0.50;1.53;0.54;1.01;0.75;1.89;0.52;0.74;2;2;2;2;2;2;2;2;2;;79.972;123.153;313.277;52.67;259.263;33.387;130.997;21.702;307.259;1.965
Model_463;0.63;0.56;1.34;0.65;1.09;1.04;1.60;0.56;0.70;1;2;1;1;1;2;1;1;1;;79.32;141.288;378.623;58.731;231.032;27.827;160.204;22.02;372.541;2.118
Model_464;0.50;0.71;1.25;0.48;0.94;0.95;1.59;0.45;0.66;2;1;1;2;2;1;2;2;1;;104.744;159.486;412.832;53.824;286.729;32.459;172.969;23.77;417.46;2.38
Model_465;0.65;0.53;1.29;0.64;0.97;0.83;1.66;0.51;0.77;2;1;1;2;2;1;2;2;1;;73.382;142.504;375.913;53.811;262.064;30.193;154.343;22.812;342.635;1.921
Model_466;0.49;0.70;1.40;0.54;1.21;0.81;1.67;0.57;0.64;1;2;1;2;1;2;2;2;2;;110.921;139.368;380.956;57.832;206.454;34.909;156.176;22.224;412.935;2.484
Model_467;0.64;0.69;1.58;0.48;1.01;1.03;1.62;0.44;0.76;1;2;2;2;2;1;1;1;1;;81.973;147.454;326.347;49.929;290.908;31.904;163.838;24.154;348.213;2.326
Model_468;0.45;0.64;1.26;0.51;1.27;1.09;1.91;0.49;0.74;2;2;2;2;1;1;1;2;2;;119.062;126.255;399.022;50.806;173.021;29.964;134.696;23.854;329.123;2.268
Model_469;0.46;0.66;1.22;0.47;0.94;0.79;1.85;0.64;0.81;2;2;1;1;1;1;2;2;1;;107.421;144.551;402.258;51.247;265.4;34.703;148.058;19.683;348.773;2.166
Model_470;0.51;0.70;1.51;0.61;1.06;0.72;1.63;0.53;0.62;2;1;2;2;1;2;2;2;2;;106.525;142.109;354.876;61.482;265.855;33.92;163.465;23.027;428.769;2.443
Model_471;0.65;0.50;1.23;0.57;1.09;1.09;1.77;0.56;0.79;2;1;2;2;1;2;2;1;1;;75.487;134.152;387.793;51.246;210.11;28.605;139.268;21.359;322.267;1.891
Model_472;0.42;0.60;1.31;0.45;0.95;0.82;1.65;0.58;0.72;2;2;1;2;1;2;2;1;1;;115.413;145.734;369.73;52.261;270.193;35.209;159.339;20.488;353.65;2.226
Model_473;0.49;0.69;1.37;0.49;1.13;0.96;1.62;0.53;0.58;2;1;1;2;2;1;2;2;1;;111.58;140.476;389.657;60.601;224.285;31.247;158.684;22.648;455.901;2.454
Model_474;0.37;0.64;1.44;0.69;1.19;0.76;1.84;0.53;0.60;2;2;1;1;1;2;2;2;1;;142.38;120.139;364.139;64.236;206.462;30.829;136.656;23.739;410.538;2.426
Model_475;0.34;0.57;1.44;0.61;1.10;0.95;1.69;0.54;0.83;2;2;1;2;1;1;1;1;1;;145.814;135.598;336.632;48.31;228.357;29.728;144.853;23.41;322.826;2.314
Model_476;0.53;0.62;1.26;0.76;1.00;0.72;1.83;0.38;0.71;1;2;2;1;2;1;1;1;2;;97.178;137.198;403.031;58.051;255.472;28.776;148.686;26.263;359.544;2.079
Model_477;0.57;0.65;1.60;0.64;1.04;1.02;1.84;0.65;0.65;2;2;1;1;1;1;1;1;2;;94.383;126.867;325.613;60.841;275.169;28.218;144.375;20.213;383.274;2.253
Model_478;0.51;0.69;1.40;0.72;1.15;0.92;1.77;0.51;0.76;1;1;1;2;1;2;2;1;1;;105.402;137.513;375.693;55.7;228.035;29.657;152.86;24.317;343.939;2.36
Model_479;0.42;0.57;1.30;0.73;0.95;0.96;1.84;0.39;0.77;2;1;2;1;2;1;2;1;2;;116.473;135.503;374.585;53.2;267.662;26.9;144.813;26.485;330.646;2.047
Model_480;0.41;0.70;1.33;0.48;1.29;0.83;1.74;0.57;0.70;2;2;1;1;1;2;1;2;1;;128.355;136.742;391.456;51.171;179.004;36.451;148.667;22.423;367.909;2.525
Model_481;0.64;0.68;1.55;0.65;1.07;1.00;1.99;0.52;0.83;1;1;2;1;2;2;2;1;2;;83.091;126.74;332.413;49.856;263.905;30.114;137.956;23.297;315.517;2.217
Model_482;0.51;0.55;1.53;0.52;1.10;0.75;1.79;0.47;0.65;2;2;1;2;1;1;1;1;2;;101.887;120.197;320.967;57.652;230.488;34.429;137.105;23.126;361.171;2.21
Model_483;0.54;0.56;1.29;0.75;1.28;0.77;1.68;0.48;0.64;2;1;1;2;2;1;2;2;1;;99.781;128.445;402.358;64.894;172.389;28.976;150.179;24.802;398.684;2.19
Model_484;0.40;0.56;1.43;0.60;1.28;0.75;1.63;0.44;0.58;2;1;2;2;2;1;2;2;2;;131.085;121.075;358.365;65.114;173.546;32.074;146.643;25.524;421.605;2.39
Model_485;0.49;0.61;1.46;0.59;1.05;0.77;1.95;0.53;0.67;2;2;2;1;1;1;2;2;1;;108.086;120.688;344.737;57.818;250.647;33.037;132.75;22.234;353.598;2.207
Model_486;0.35;0.50;1.45;0.65;0.96;0.87;1.91;0.49;0.56;1;2;2;1;1;1;2;1;2;;139.889;112.482;331.072;66.613;263.702;27.206;121.065;22.723;401.329;2.173
Model_487;0.47;0.58;1.35;0.67;1.27;1.05;1.90;0.37;0.63;2;1;2;1;1;2;1;2;1;;117.334;114.349;380.501;62.903;176.045;26.186;129.207;27.411;379.642;2.235
Model_488;0.35;0.56;1.60;0.68;0.99;0.91;1.63;0.41;0.77;2;2;2;1;2;1;2;1;1;;140.363;136.788;306.554;52.271;278.838;28.434;155.992;26.538;321.643;2.281
Model_489;0.65;0.50;1.30;0.61;1.02;1.04;1.60;0.58;0.68;2;1;2;1;1;1;2;1;2;;73.997;138.23;378.853;59.199;243.196;27.534;157.873;20.846;374.928;1.987
Model_490;0.58;0.70;1.34;0.75;1.14;0.72;1.98;0.37;0.57;2;1;2;2;2;1;1;2;1;;100.714;115.826;408.479;68.589;223.495;29.404;128.671;26.642;445.363;2.294
Model_491;0.64;0.49;1.31;0.53;1.11;0.81;1.90;0.58;0.64;1;2;1;1;1;1;1;2;2;;78.692;118.997;370.552;60.369;206.803;32.992;125.578;20.144;360.909;1.985
Model_492;0.48;0.66;1.57;0.72;1.14;0.91;1.96;0.44;0.68;1;1;2;1;2;2;1;2;1;;114.427;117.357;333.354;59.709;237.711;29.07;133.463;25.703;354.854;2.311
Model_493;0.41;0.63;1.61;0.46;1.16;0.86;1.68;0.50;0.69;1;2;1;2;1;1;1;2;2;;125.134;129.429;312.104;52.491;225.132;35.088;149.487;23.333;355.615;2.452
Model_494;0.48;0.63;1.58;0.67;1.24;0.93;1.90;0.62;0.55;2;1;1;1;1;1;2;1;1;;116.823;106.416;337.654;69.004;200.651;27.503;123.383;21.352;430.991;2.359
Model_495;0.38;0.58;1.41;0.75;1.03;0.90;1.83;0.35;0.58;1;2;2;1;1;2;2;1;2;;136.067;119.74;359.964;65.478;249.11;25.74;136.673;27.642;418.715;2.262
Model_496;0.58;0.64;1.48;0.46;1.25;0.79;1.72;0.42;0.65;2;1;1;1;2;2;2;1;2;;95.465;124.894;348.633;54.313;194.534;36.889;145.949;24.74;382.402;2.32
Model_497;0.57;0.66;1.34;0.52;1.21;0.89;1.68;0.53;0.80;2;2;2;2;2;2;2;1;2;;93.211;139.906;378.679;48.051;201.407;33.852;150.749;22.924;346.363;2.292
Model_498;0.52;0.52;1.59;0.66;1.12;0.98;1.67;0.64;0.82;1;2;1;2;2;2;2;2;1;;96.011;130.741;310.029;51.114;235.818;29.035;144.097;20.769;309.128;2.136
Model_499;0.43;0.61;1.34;0.47;0.95;0.95;1.94;0.58;0.69;2;2;2;1;2;2;1;2;2;;116.897;128.629;364.384;51.799;272.221;32.474;135.921;20.441;346.403;2.18
Model_500;0.46;0.68;1.43;0.54;1.17;0.96;1.60;0.55;0.63;2;1;2;1;1;2;2;1;1;;116.414;141.073;372.414;58.483;218.761;31.476;161.97;22.65;418.863;2.464
Model_501;0.43;0.61;1.45;0.65;0.93;0.99;1.95;0.45;0.57;2;1;2;2;2;1;2;1;1;;122.069;115.974;347.53;66.413;295.985;25.871;128.163;24.118;418.195;2.203
Model_502;0.39;0.58;1.35;0.59;0.94;0.80;1.90;0.62;0.83;2;2;1;2;2;2;1;1;2;;121.281;136.469;353.208;47.576;271.603;31.469;138.1;20.39;320.839;2.084
Model_503;0.48;0.50;1.35;0.48;0.91;1.00;1.68;0.41;0.61;1;2;1;2;1;2;1;2;2;;99.83;131.86;349.482;59.442;277.71;28.808;148.059;23.892;394.04;2.041
Model_504;0.51;0.57;1.59;0.73;1.18;0.75;1.94;0.42;0.63;2;1;2;2;1;2;2;1;2;;107.015;108.52;321.278;63.939;215.802;29.694;125.455;25.719;366.938;2.212
Model_505;0.46;0.51;1.32;0.72;1.16;0.90;1.62;0.38;0.57;2;2;1;2;1;1;1;2;2;;113.183;125.862;382.648;68.248;194.616;25.791;149.652;27.09;436.536;2.164
Model_506;0.39;0.52;1.32;0.53;0.98;0.88;1.82;0.52;0.74;2;1;2;2;1;2;1;1;1;;123.254;131.096;357.793;51.593;248.62;31.839;138.165;21.966;317.842;2.102
Model_507;0.37;0.53;1.58;0.56;0.96;0.74;1.80;0.60;0.63;2;1;2;1;2;2;1;1;1;;131.459;121.492;305.037;59.73;279.298;33.352;137.09;20.093;365.061;2.261
Model_508;0.42;0.49;1.40;0.71;1.27;1.00;1.93;0.47;0.63;2;2;1;2;1;1;1;1;2;;129.404;109.975;353.249;63.705;170.863;25.637;119.996;24.477;360.865;2.146
Model_509;0.46;0.51;1.58;0.71;0.94;0.96;1.89;0.53;0.69;2;1;1;2;2;1;2;1;2;;106.495;123;306.253;59.04;290.962;26.745;134.622;22.198;334.766;2.034
Model_510;0.44;0.66;1.38;0.52;1.16;0.98;1.75;0.47;0.56;1;2;1;1;1;1;1;2;1;;123.083;126.225;380.702;62.576;209.557;29.285;141.33;23.957;449.647;2.393
Model_511;0.57;0.59;1.55;0.63;0.92;0.83;1.74;0.46;0.64;2;2;1;1;1;2;2;2;1;;88.862;132.979;323.37;61.344;311.311;30.652;153.489;23.651;386.81;2.1
Model_512;0.43;0.66;1.23;0.45;1.15;1.05;1.72;0.36;0.62;1;1;2;1;2;1;2;1;2;;123.321;134.347;415.126;54.677;199.342;29.893;149.699;26.038;414.245;2.349
Model_513;0.37;0.64;1.59;0.69;1.13;0.97;1.93;0.44;0.56;2;2;2;2;2;2;1;2;1;;144.533;108.673;328.353;66.842;232.338;25.965;123.409;25.737;420.598;2.409
Model_514;0.50;0.53;1.23;0.58;1.26;0.84;1.87;0.60;0.64;2;1;2;1;2;1;1;1;1;;106.527;119.253;405.519;61.578;165.78;31.957;129.321;20.615;371.094;2.15
Model_515;0.50;0.64;1.43;0.57;1.29;0.83;1.78;0.53;0.82;1;1;1;2;2;2;2;2;1;;107.089;128.407;354.059;48.812;186.241;33.623;141.15;23.729;320.308;2.306
Model_516;0.45;0.61;1.26;0.54;1.07;0.96;1.92;0.62;0.58;1;1;2;1;1;2;2;2;2;;117.64;119.276;403.585;62.904;223.041;29.705;129.304;20.134;419.909;2.259
Model_517;0.47;0.70;1.53;0.68;1.04;0.87;1.89;0.36;0.79;2;2;2;2;1;1;1;2;2;;113.068;133.287;335.931;51.863;271.405;30.262;145.79;27.032;328.683;2.332
Model_518;0.40;0.59;1.48;0.61;1.03;0.74;1.92;0.57;0.75;1;1;2;2;2;1;1;1;2;;124.679;125.037;332.717;52.858;255.464;32.284;135.268;21.775;315.147;2.246
Model_519;0.49;0.60;1.25;0.61;1.30;1.02;1.95;0.47;0.64;2;2;1;1;2;2;2;2;2;;112.797;117.222;409.155;60.843;163.361;28.364;127.709;24.291;377.298;2.207
Model_520;0.40;0.65;1.23;0.57;1.15;0.83;1.88;0.56;0.82;2;2;2;1;2;2;1;2;1;;126.449;135.037;400.258;47.482;199.868;33.002;139.008;22.632;333.7;2.261
Model_521;0.65;0.52;1.60;0.58;1.06;0.86;1.99;0.61;0.74;1;1;1;2;1;1;2;2;2;;76.81;117.344;305.094;54.47;250.965;31.854;125.082;20.114;303.846;2.013
Model_522;0.47;0.53;1.52;0.53;1.21;0.80;1.69;0.50;0.74;2;1;1;1;2;2;1;1;1;;109.906;123.493;321.87;51.8;199.658;33.999;141.348;23.399;320.853;2.255
Model_523;0.50;0.62;1.56;0.67;0.96;1.00;1.88;0.50;0.73;2;1;2;1;2;1;2;1;2;;102.51;129.101;322.551;55.463;297;28.157;144.7;23.411;334.338;2.14
Model_524;0.54;0.64;1.43;0.73;0.95;0.76;1.97;0.61;0.59;1;2;1;1;1;2;1;2;2;;99.008;121.737;363.24;66.517;295.952;29.372;132.381;20.899;420.867;2.155
Model_525;0.62;0.56;1.37;0.47;1.03;0.72;1.82;0.63;0.77;1;2;1;1;1;1;1;2;2;;79.899;132.74;352.943;49.632;245.408;35.334;140.109;19.393;319.538;2.044
Model_526;0.55;0.54;1.45;0.54;1.20;1.06;1.78;0.60;0.71;2;2;1;1;1;2;1;1;1;;94.951;123.397;342.936;55.076;200.123;29.61;138.167;20.784;335.825;2.184
Model_527;0.56;0.59;1.55;0.73;1.15;0.76;1.76;0.36;0.74;2;2;2;1;2;2;2;2;1;;94.948;126.505;330.224;56.456;230.146;30.06;146.262;27.622;331.296;2.18
Model_528;0.40;0.58;1.42;0.66;1.21;1.07;1.67;0.58;0.59;2;1;2;1;1;1;2;2;1;;130.841;124.71;367.309;65.745;195.593;25.087;148.305;22.372;422.091;2.395
Model_529;0.43;0.56;1.34;0.53;0.93;0.77;1.83;0.57;0.82;2;1;1;1;2;1;2;2;1;;110.465;137.032;352.185;46.468;272.958;32.663;141.553;21.084;320.634;2.042
Model_530;0.42;0.56;1.34;0.73;1.02;0.71;1.75;0.55;0.73;1;2;2;2;1;1;2;2;1;;117.703;136.117;370.407;57.027;248.819;29.279;149.613;22.623;341.071;2.163
Model_531;0.37;0.60;1.35;0.63;0.98;1.00;1.80;0.37;0.57;1;2;2;2;1;2;1;2;2;;137.068;125.231;372.811;64.961;262.434;25.851;140.04;26.526;432.647;2.29
Model_532;0.64;0.70;1.23;0.67;1.01;1.03;1.79;0.48;0.62;2;2;2;1;2;2;2;2;2;;85.466;141.697;437.22;63.195;261.283;26.918;154.564;23.722;434.987;2.255
Model_533;0.34;0.50;1.24;0.49;1.13;1.02;1.88;0.53;0.80;1;2;2;2;1;1;1;1;2;;144.511;128.048;370.788;48.089;189.167;30.085;126.954;22.102;301.94;2.114
Model_534;0.54;0.60;1.61;0.67;0.99;1.05;1.89;0.62;0.60;2;2;1;1;2;1;1;1;1;;97.901;118.622;317.607;65.511;287.456;25.602;134.164;20.455;397.877;2.179
Model_535;0.50;0.61;1.45;0.61;1.16;0.77;1.92;0.51;0.67;2;2;1;1;1;1;2;1;2;;107.984;118.826;350.288;58.234;215.003;32.741;132.656;22.953;357.207;2.243
Model_536;0.63;0.53;1.42;0.65;1.17;0.85;1.83;0.41;0.78;1;2;1;1;1;2;2;1;1;;81.227;124.85;346.875;52.962;207.786;30.633;135.869;25.766;304.937;2.027
