;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_1967;0.40;0.49;1.48;0.54;1.27;0.82;1.74;0.43;0.79;1;2;2;1;1;1;1;2;1;;131.983;121.134;322.39;48.421;178.068;32.511;131.916;25.8;290.472;2.203
Model_1968;0.58;0.70;1.51;0.75;1.23;0.92;1.93;0.55;0.60;2;2;1;2;2;2;2;1;2;;99.872;116.589;364.436;66.669;211.846;27.743;132.592;23.122;420.842;2.367
Model_1969;0.44;0.53;1.44;0.74;1.13;0.84;1.60;0.37;0.66;2;1;1;1;2;2;1;2;2;;116.859;129.711;348.418;60.791;218.021;27.925;155.045;27.908;380.449;2.225
Model_1970;0.50;0.58;1.60;0.70;0.94;0.90;1.62;0.55;0.72;2;2;2;2;1;1;2;2;2;;98.156;142.087;314.495;57.287;307.817;28.502;164.277;22.45;355.287;2.152
Model_1971;0.66;0.67;1.47;0.53;1.26;1.07;1.93;0.50;0.77;1;1;1;1;2;2;1;2;2;;84.024;122.068;352.387;50.15;199.423;31.205;134.999;23.652;316.778;2.286
Model_1972;0.35;0.69;1.42;0.70;1.11;0.92;1.89;0.46;0.64;1;2;2;1;1;1;2;1;2;;146.964;125.543;370.388;60.414;235.089;28.392;140.236;25.412;393.401;2.461
Model_1973;0.57;0.67;1.56;0.67;1.27;0.91;1.76;0.50;0.58;2;1;2;2;1;1;2;2;1;;100.31;119.738;351.922;67.311;199.507;28.827;141.741;24.245;432.395;2.358
Model_1974;0.48;0.58;1.49;0.60;0.95;1.05;1.60;0.39;0.62;1;2;1;1;1;1;1;1;1;;104.734;138.874;336.369;61.384;290.445;26.4;163.027;25.547;409.069;2.21
Model_1975;0.45;0.64;1.46;0.62;1.28;0.83;1.85;0.58;0.67;2;2;2;2;2;1;2;1;2;;120.57;120.843;357.907;58.885;187.701;32.291;137.494;22.236;366.383;2.369
Model_1976;0.59;0.65;1.24;0.63;1.14;0.94;1.75;0.36;0.60;2;1;1;2;2;1;1;2;1;;93.979;132.756;426.205;64.759;210.749;28.616;148.783;26.606;435.129;2.209
Model_1977;0.66;0.49;1.45;0.55;1.04;0.96;1.88;0.60;0.63;2;2;1;2;1;2;2;1;1;;75.013;117.816;336.82;62.831;242.488;29.715;128.158;19.7;362.938;1.986
Model_1978;0.47;0.50;1.46;0.57;1.21;0.95;1.75;0.40;0.64;2;2;2;1;2;1;2;2;2;;110.979;115.995;335.578;59.804;189.321;29.311;134.915;25.903;362.369;2.174
Model_1979;0.46;0.57;1.39;0.46;1.02;1.09;1.79;0.54;0.77;1;2;2;1;1;2;2;1;1;;107.755;132.929;346.845;50.969;248.672;30.123;143.15;21.629;317.062;2.158
Model_1980;0.47;0.58;1.30;0.76;1.18;0.82;1.62;0.65;0.76;1;2;2;1;1;1;1;2;1;;108.586;142.061;391.114;56.15;202.531;28.901;155.69;21.218;348.972;2.235
Model_1981;0.40;0.53;1.40;0.56;1.02;0.73;1.68;0.64;0.58;2;1;1;1;1;2;1;2;2;;123.781;126.24;351.234;64.104;243.778;33.229;145.481;19.391;417.597;2.277
Model_1982;0.52;0.70;1.54;0.70;1.12;0.86;1.83;0.50;0.75;1;2;2;1;1;2;2;2;2;;104.248;132.792;342.413;54.883;249.138;30.807;148.999;24.316;339.618;2.382
Model_1983;0.48;0.50;1.53;0.66;1.01;1.04;1.59;0.36;0.65;1;2;1;1;1;1;1;1;1;;102.663;130.894;320.175;60.752;260.319;25.557;156.194;27.044;375.014;2.116
Model_1984;0.59;0.61;1.38;0.71;1.26;1.06;1.76;0.63;0.62;1;1;2;1;2;1;1;1;1;;92.781;124.868;389.379;65.892;188.752;25.81;144.582;21.23;410.834;2.249
Model_1985;0.41;0.68;1.32;0.75;1.26;0.92;1.79;0.54;0.59;1;2;2;1;2;1;1;2;2;;132.278;128.632;413.954;65.897;185.776;26.995;143.292;24.068;443.616;2.421
Model_1986;0.43;0.61;1.41;0.58;1.02;0.74;1.93;0.62;0.76;2;1;2;2;1;1;2;2;2;;117.383;127.902;350.491;51.669;255.15;33.102;137.394;20.609;315.271;2.206
Model_1987;0.48;0.55;1.31;0.55;1.18;0.72;1.92;0.39;0.76;2;2;2;2;2;1;1;2;1;;109.007;122.429;369.221;51.175;191.395;33.52;128.872;25.946;304.385;2.118
Model_1988;0.40;0.65;1.47;0.75;1.18;0.97;1.65;0.39;0.61;2;2;1;1;1;1;1;1;1;;133.487;134.01;363.691;64.149;216.277;25.934;156.192;27.362;425.463;2.415
Model_1989;0.64;0.51;1.30;0.58;1.25;0.91;1.91;0.61;0.79;2;2;1;1;2;2;2;2;2;;80.382;123.544;372.637;51.05;175.405;31.633;127.058;20.56;301.718;1.979
Model_1990;0.53;0.66;1.60;0.73;0.97;0.78;1.71;0.48;0.73;2;1;2;1;2;1;2;2;2;;97.716;140.185;323.748;56.663;306.261;29.862;161.236;24.494;355.034;2.247
Model_1991;0.37;0.66;1.47;0.51;0.92;0.78;1.68;0.53;0.59;1;1;1;1;1;2;2;1;1;;134.746;138.545;344.19;59.194;306.137;34.579;157.901;21.983;432.076;2.404
Model_1992;0.43;0.58;1.35;0.67;1.11;0.89;1.70;0.36;0.64;1;2;2;1;1;1;2;2;2;;120.624;130.275;374.802;60.97;219.305;28.556;150.525;27.365;392.786;2.258
Model_1993;0.50;0.67;1.23;0.66;1.29;1.00;1.61;0.62;0.72;1;1;1;2;1;2;1;1;1;;106.725;147.982;427.845;57.458;179.168;29.614;160.84;21.991;379.15;2.369
Model_1994;0.41;0.65;1.26;0.75;0.98;0.95;1.80;0.42;0.63;1;1;1;1;2;1;1;2;1;;125.958;136.557;411.44;62.82;265.339;26.176;151.005;26.054;412.506;2.244
Model_1995;0.61;0.70;1.44;0.52;1.02;0.91;1.90;0.48;0.79;2;1;2;1;2;1;2;2;1;;87.841;133.745;355.009;48.129;271.797;33.367;145.61;23.497;331.127;2.268
Model_1996;0.40;0.63;1.41;0.66;1.11;0.74;1.96;0.39;0.75;1;2;2;1;1;2;1;2;1;;129.707;124.109;356.394;53.392;227.73;31.734;134.19;26.699;317.774;2.273
Model_1997;0.43;0.59;1.26;0.52;1.16;0.80;1.73;0.61;0.76;2;2;2;1;1;1;1;2;2;;117.412;136.173;388.094;49.567;196.858;34.069;145.294;20.859;335.812;2.251
Model_1998;0.52;0.67;1.52;0.63;1.26;0.80;1.97;0.57;0.62;2;2;1;1;1;2;2;1;1;;109.41;112.494;349.817;62.535;198.159;32.707;127.021;22.187;389.271;2.355
Model_1999;0.53;0.59;1.51;0.60;1.19;0.74;1.70;0.36;0.81;2;2;2;2;1;2;1;2;2;;99.084;130.006;329.694;49.405;213.433;32.544;144.142;27.484;319.525;2.211
Model_2000;0.54;0.70;1.25;0.56;1.19;0.88;1.62;0.55;0.67;2;2;2;2;1;2;2;2;1;;100.828;150.357;426.316;57.163;203.465;33.266;163.684;22.612;407.382;2.417
Model_2001;0.37;0.50;1.50;0.61;1.17;0.95;1.72;0.54;0.72;2;2;2;2;1;2;2;2;2;;139.115;123.081;323.722;54.94;204.917;29.386;139.437;22.733;326.381;2.251
Model_2002;0.46;0.67;1.56;0.50;1.08;1.01;1.95;0.37;0.80;2;1;2;2;2;2;1;1;1;;115.508;124.203;320.422;49.188;252.124;31.912;136.141;26.235;306.573;2.311
Model_2003;0.52;0.49;1.30;0.49;1.16;0.99;1.64;0.46;0.71;1;1;1;2;2;2;1;2;1;;96.331;129.615;366.734;53.462;191.974;30.926;144.889;23.917;341.29;2.086
Model_2004;0.64;0.61;1.40;0.65;1.10;0.97;1.68;0.42;0.73;2;1;1;1;1;2;1;1;1;;81.101;137.231;365.957;56.174;237.133;29.489;155.514;25.5;353.516;2.139
Model_2005;0.53;0.54;1.36;0.49;1.27;0.91;1.83;0.52;0.67;1;2;2;1;2;2;1;2;2;;99.913;118.505;364.04;55.567;172.948;33.099;131.421;22.379;351.545;2.196
Model_2006;0.41;0.56;1.35;0.62;1.16;0.95;1.67;0.46;0.61;1;2;1;1;2;2;1;1;1;;125.575;128.113;374.204;63.02;200.669;28.336;148.336;24.538;407.088;2.311
Model_2007;0.58;0.66;1.32;0.72;1.11;1.00;1.66;0.41;0.66;2;2;2;1;1;1;2;2;1;;93.102;143.582;404.052;61.699;232.246;26.995;162.463;26.031;407.015;2.257
Model_2008;0.47;0.63;1.55;0.58;1.20;1.07;1.64;0.50;0.76;1;1;2;2;2;2;2;2;2;;111.512;132.768;330.63;51.962;217.335;29.52;153.117;24.448;333.531;2.371
Model_2009;0.40;0.51;1.55;0.51;1.08;0.93;1.92;0.41;0.57;2;2;2;1;2;2;1;2;2;;128.097;105.4;308.497;62.63;225.686;29.63;115.875;24.601;381.71;2.227
Model_2010;0.51;0.65;1.24;0.62;1.14;0.75;1.70;0.42;0.74;1;1;2;2;2;1;1;2;2;;102.897;141.496;409.344;53.884;208.889;32.444;153.841;25.654;356.933;2.241
Model_2011;0.54;0.69;1.56;0.45;1.28;0.95;1.63;0.51;0.71;1;2;1;2;1;2;2;2;2;;101.427;136.065;336.23;54.418;199.713;34.738;155.312;23.42;362.752;2.485
Model_2012;0.64;0.63;1.54;0.57;1.04;0.77;1.84;0.57;0.82;2;2;2;1;1;1;1;1;2;;80.08;133.297;326.576;48.291;267.556;33.1;143.627;21.57;321.265;2.135
Model_2013;0.61;0.50;1.42;0.61;1.25;0.93;1.72;0.57;0.71;1;1;2;1;2;1;1;1;1;;84.304;122.497;351.579;57.506;184.682;30.343;139.5;21.74;337.825;2.107
Model_2014;0.39;0.57;1.50;0.64;1.20;0.85;1.62;0.63;0.59;1;2;2;1;2;2;2;1;1;;131.141;125.889;345.908;65.255;201.956;30.062;151.145;20.968;417.449;2.427
Model_2015;0.48;0.54;1.48;0.49;1.20;0.97;1.84;0.54;0.77;2;1;2;2;2;2;1;1;1;;108.276;120.309;329.163;49.422;200.204;32.315;131.512;22.206;299.638;2.211
Model_2016;0.54;0.60;1.26;0.76;1.15;0.99;1.85;0.36;0.74;2;1;2;1;1;1;2;2;2;;98.53;129.855;402.371;56.607;205.261;26.812;142.627;27.625;337.906;2.084
Model_2017;0.44;0.55;1.57;0.51;0.99;0.90;1.90;0.38;0.71;1;1;2;1;1;2;2;2;1;;114.237;120.386;304.597;52.24;268.408;32.206;133.096;25.621;319.641;2.163
Model_2018;0.63;0.60;1.43;0.64;1.27;0.74;1.62;0.52;0.73;2;1;1;2;2;2;1;1;2;;84.282;133.619;361.848;56.589;191.093;32.732;153.575;23.55;354.621;2.243
Model_2019;0.52;0.58;1.56;0.70;1.23;0.71;1.64;0.63;0.77;1;1;2;2;2;2;2;2;1;;100.681;130.046;330.003;55.275;209.4;31.294;150.719;21.652;325.122;2.303
Model_2020;0.48;0.66;1.38;0.67;1.22;0.87;1.66;0.63;0.58;2;1;2;1;1;2;2;1;1;;114.087;133.499;395.478;66.798;199.903;29.69;154.183;21.44;453.121;2.387
Model_2021;0.62;0.61;1.28;0.69;1.04;0.79;1.63;0.56;0.75;2;1;2;2;2;1;2;2;1;;80.932;146.834;398.003;56.341;247.421;30.382;162.127;22.413;361.064;2.096
Model_2022;0.46;0.52;1.55;0.55;1.04;0.77;1.94;0.51;0.67;2;1;1;2;2;2;2;2;2;;110.382;114.625;309.159;57.158;246.747;33.296;124.961;22.172;333.81;2.141
Model_2023;0.41;0.56;1.58;0.50;1.18;0.94;1.95;0.63;0.81;1;2;2;2;1;1;2;2;1;;124.382;118.596;308.022;49.484;212.769;32.587;126.406;20.538;282.177;2.285
Model_2024;0.62;0.51;1.53;0.45;1.09;0.92;1.82;0.50;0.60;1;1;1;2;1;1;1;1;1;;82.687;112.831;318.34;60.902;228.359;32.081;128.366;21.866;376.634;2.122
Model_2025;0.57;0.58;1.59;0.61;1.28;0.83;1.89;0.63;0.58;1;1;2;1;1;1;2;1;1;;96.972;105.613;328.8;66.894;188.331;31.398;123.486;20.52;398.19;2.284
Model_2026;0.58;0.60;1.52;0.53;1.03;0.81;1.66;0.61;0.69;1;1;2;2;1;1;2;2;1;;88.177;135.46;333.502;55.878;266.736;34.125;157.303;20.527;364.737;2.227
Model_2027;0.48;0.56;1.42;0.48;0.99;0.91;1.73;0.40;0.63;1;1;2;1;2;1;1;2;1;;105.588;127.243;343.793;57.003;260.533;31.928;145.492;24.748;382.056;2.196
Model_2028;0.55;0.56;1.55;0.71;1.06;1.07;1.62;0.47;0.59;1;2;2;1;1;1;1;1;1;;93.915;128.902;335.295;66.841;254.061;23.921;155.711;24.252;421.93;2.206
Model_2029;0.48;0.67;1.36;0.53;1.13;0.90;1.66;0.57;0.57;1;1;1;2;1;1;1;2;2;;112.545;136.003;390.526;63;221.262;31.514;153.335;21.854;460.177;2.398
Model_2030;0.65;0.68;1.50;0.65;1.12;0.97;1.86;0.46;0.56;1;1;1;1;1;1;2;2;2;;87.596;117.546;360.823;67.511;240.612;27.279;135.046;24.374;450.008;2.29
Model_2031;0.64;0.62;1.23;0.65;1.28;1.02;1.87;0.55;0.75;2;1;2;2;2;1;1;2;2;;84.696;129.13;417.106;55.716;176.789;29.244;139.079;22.747;335.986;2.118
Model_2032;0.57;0.58;1.31;0.63;1.23;0.97;1.60;0.62;0.60;2;2;2;2;2;1;2;1;2;;93.22;134.63;401.844;66.13;186.392;28.123;157.517;20.873;435.179;2.25
Model_2033;0.55;0.54;1.23;0.51;1.07;0.92;1.99;0.57;0.60;2;2;2;1;1;1;1;1;2;;95.299;116.688;399.51;61.836;213.387;30.926;120.453;20.193;387.575;2.061
Model_2034;0.42;0.64;1.37;0.46;1.12;0.93;1.75;0.57;0.81;2;2;1;1;1;1;2;2;2;;119.945;136.539;357.739;53.147;221.039;33.548;145.841;21.926;332.515;2.3
Model_2035;0.52;0.56;1.28;0.56;1.26;1.09;1.63;0.50;0.65;2;2;1;2;1;1;2;1;1;;101.676;132.629;395.444;60.172;173.214;27.521;152.846;23.37;390.715;2.233
Model_2036;0.49;0.58;1.56;0.58;1.27;1.06;1.68;0.61;0.69;1;1;2;1;2;2;2;1;2;;107.979;123.398;329.267;56.814;193.358;29.062;146.848;21.454;355.365;2.358
Model_2037;0.49;0.69;1.26;0.45;0.99;0.79;1.89;0.38;0.57;2;2;2;1;2;2;1;1;2;;113.22;126.747;407.627;57.533;258.275;35.642;135.243;24.334;441.866;2.326
Model_2038;0.50;0.63;1.57;0.68;0.98;0.88;1.79;0.37;0.55;2;1;2;2;1;2;1;2;1;;108.529;120.084;331.03;68.533;289.48;27.434;139.641;26.449;444.275;2.23
Model_2039;0.40;0.51;1.26;0.71;1.22;0.82;1.73;0.42;0.71;1;1;2;1;2;1;2;1;2;;132.51;126.809;387.333;57.075;176.15;28.838;141.518;26.3;343.624;2.16
Model_2040;0.56;0.51;1.53;0.68;1.14;0.77;1.88;0.48;0.64;1;2;2;1;1;2;1;2;2;;92.746;113.477;325.685;62.762;218.356;30.27;127.452;23.639;358.802;2.095
Model_2041;0.37;0.62;1.30;0.70;1.00;0.95;1.67;0.49;0.80;1;2;2;2;2;1;1;1;1;;129.247;147.276;380.988;51.838;256.493;28.137;156.37;24.674;353.898;2.235
Model_2042;0.46;0.63;1.31;0.49;1.01;0.87;1.91;0.36;0.77;2;2;1;1;1;1;1;1;1;;111.641;132.105;370.782;48.073;247.368;33.378;139.144;25.733;324.806;2.146
Model_2043;0.61;0.55;1.28;0.63;1.28;0.96;1.93;0.50;0.81;2;1;2;1;2;1;1;1;2;;86.619;123.217;383.679;50.779;170.511;30.057;127.894;23.641;308.79;2.026
Model_2044;0.64;0.64;1.38;0.75;1.19;0.72;1.91;0.38;0.56;2;1;2;1;2;2;1;2;2;;89.029;113.272;392.054;69.475;206.581;29.286;128.518;26.58;446.228;2.16
Model_2045;0.38;0.70;1.51;0.64;1.29;1.04;1.93;0.48;0.73;2;1;1;2;1;2;2;1;2;;140.828;120.417;347.061;54.483;193.202;29.263;136.131;25.421;335.958;2.512
Model_2046;0.36;0.56;1.31;0.56;0.92;0.73;1.64;0.49;0.69;1;2;2;1;1;2;1;1;2;;129.392;143.826;367.277;54.224;277.753;32.986;158.721;22.835;367.638;2.215
Model_2047;0.35;0.60;1.40;0.47;1.20;0.95;1.79;0.42;0.81;1;1;2;1;1;2;2;1;2;;143.246;126.676;345.386;52.078;195.667;32.758;137.87;25.907;312.399;2.373
Model_2048;0.40;0.65;1.30;0.72;1.14;0.73;1.95;0.38;0.60;2;2;1;1;1;1;1;1;1;;135.719;119.203;401.481;64.367;210.261;29.842;130.089;26.754;411.661;2.297
Model_2049;0.50;0.59;1.28;0.67;1.20;0.81;1.87;0.62;0.77;1;2;2;1;2;2;2;1;2;;104.609;129.095;391.298;53.631;191.782;31.145;137.684;21.061;323.998;2.157
Model_2050;0.53;0.59;1.46;0.63;1.15;0.75;1.99;0.63;0.63;1;2;2;2;1;1;2;1;2;;101.835;112.817;350.194;62.949;217.401;32.286;124.098;20.174;372.622;2.212
Model_2051;0.49;0.67;1.30;0.51;1.24;0.88;1.82;0.56;0.75;1;1;1;1;2;2;1;1;1;;109.484;131.986;392.415;50.084;187.559;34.634;142.974;22.289;334.869;2.349
Model_2052;0.59;0.66;1.44;0.53;1.12;0.79;1.65;0.53;0.62;2;2;2;2;2;2;1;1;1;;92.454;137.642;367.694;60.028;234.61;34.88;156.894;22.314;419.039;2.328
Model_2053;0.58;0.57;1.43;0.58;1.11;0.89;1.92;0.49;0.71;2;1;2;2;1;1;1;1;2;;90.407;120.464;348.658;55.862;226.563;31.507;132.074;23.105;332.778;2.116
Model_2054;0.59;0.70;1.40;0.74;1.02;0.76;1.94;0.60;0.62;2;2;2;1;2;1;1;2;1;;94.409;127.314;385.715;64.936;275.241;29.95;139.478;21.642;414.281;2.294
Model_2055;0.66;0.59;1.35;0.70;1.01;0.82;1.95;0.59;0.56;1;2;2;1;1;2;2;2;1;;80.263;116.445;386.611;70.18;259.991;28.558;127.077;20.939;435.435;2.053
Model_2056;0.62;0.56;1.26;0.70;0.91;1.04;1.82;0.37;0.67;1;1;2;1;1;1;2;1;2;;78.352;135.049;394.427;60.434;285.691;25.571;148.365;25.972;374.107;1.909
Model_2057;0.57;0.59;1.28;0.64;0.93;0.81;1.60;0.36;0.69;1;2;1;1;2;1;1;1;2;;85.797;149.804;388.252;57.23;282.961;30.326;166.807;26.154;385.355;2.047
Model_2058;0.57;0.70;1.23;0.56;0.92;0.94;1.64;0.40;0.66;1;1;1;2;2;1;1;2;1;;91.817;157.18;421.7;57.162;294.676;30.834;170.121;24.95;416.98;2.281
Model_2059;0.42;0.66;1.53;0.47;1.07;0.97;1.82;0.43;0.74;2;1;2;1;2;2;2;2;2;;123.427;128.363;326.495;51.432;251.516;32.928;144.644;24.909;329.428;2.35
Model_2060;0.62;0.67;1.51;0.60;1.11;0.93;1.79;0.62;0.75;2;2;2;2;1;2;1;1;2;;86.428;134.653;345.835;53.775;248.458;31.945;149.554;21.033;340.055;2.291
Model_2061;0.40;0.58;1.46;0.70;1.15;0.91;1.67;0.41;0.64;2;1;2;1;1;1;2;1;2;;130.13;127.103;350.414;61.518;216.569;27.827;151.533;26.535;390.409;2.347
Model_2062;0.65;0.60;1.34;0.69;1.19;1.02;1.86;0.45;0.79;1;2;1;2;1;2;1;1;2;;80.713;129.586;377.229;53.667;203.325;28.471;139.151;24.967;326.077;2.061
Model_2063;0.44;0.53;1.49;0.63;1.09;0.96;1.69;0.61;0.80;2;1;2;2;1;1;2;1;2;;112.891;131.454;327.525;50.853;235.045;29.286;144.66;21.188;315.302;2.176
Model_2064;0.56;0.52;1.34;0.46;1.25;0.98;1.98;0.62;0.66;2;1;2;2;1;1;2;1;1;;95.214;111.884;366.588;56.99;173.918;31.961;119.031;19.603;341.165;2.129
Model_2065;0.61;0.61;1.38;0.71;1.08;1.00;1.83;0.41;0.56;2;2;1;2;2;1;1;2;2;;89.396;120.299;381.98;69.383;237.518;24.755;136.401;25.554;447.539;2.126
Model_2066;0.64;0.70;1.58;0.44;1.09;0.99;1.89;0.55;0.64;2;1;1;2;1;1;2;1;1;;88.673;121.881;330.077;54.96;256.47;32.857;138.685;21.477;383.554;2.374
Model_2067;0.35;0.61;1.25;0.56;0.99;1.07;1.61;0.54;0.72;1;1;2;1;1;2;2;1;1;;134.814;148.171;394.371;52.757;251.722;28.546;163.309;22.663;363.582;2.319
Model_2068;0.49;0.64;1.40;0.74;0.97;0.98;1.91;0.53;0.72;2;1;1;1;1;1;2;1;2;;105.546;132.046;364.518;57.422;282.703;27.247;145.15;23.068;347.67;2.156
Model_2069;0.64;0.63;1.26;0.45;0.93;1.00;1.70;0.41;0.67;2;2;2;1;2;1;2;1;1;;79.748;144.946;397.205;52.919;282.854;31.367;159.729;23.815;386.432;2.101
Model_2070;0.48;0.69;1.48;0.71;1.21;0.87;1.63;0.48;0.76;1;1;2;1;1;1;2;1;2;;111.346;141.226;358.325;54.533;218.133;30.343;159.283;25.356;350.168;2.443
Model_2071;0.46;0.65;1.60;0.45;0.99;0.82;1.88;0.54;0.63;2;2;2;1;1;2;1;2;1;;115.452;122.85;312.123;54.715;283.647;35.968;137.175;21.348;377.73;2.311
Model_2072;0.39;0.65;1.27;0.63;1.04;1.03;1.70;0.35;0.56;2;1;1;1;1;2;1;1;2;;134.568;134.798;409.875;65.043;239.362;25.514;151.354;27.079;466.592;2.344
Model_2073;0.57;0.71;1.52;0.50;0.94;0.88;1.85;0.36;0.81;1;1;2;2;2;2;2;2;1;;92.06;138.799;331.545;48.601;307.898;33.796;151.56;25.676;334.648;2.261
Model_2074;0.37;0.56;1.58;0.67;1.14;0.84;1.60;0.47;0.55;2;1;1;1;2;2;1;1;1;;138.653;121.209;325.998;67.981;219.688;28.275;148.994;24.757;436.86;2.421
Model_2075;0.60;0.66;1.41;0.52;0.97;0.80;1.64;0.54;0.80;2;2;1;2;2;2;2;2;1;;83.994;150.18;355.782;48.113;286.335;34.225;161.721;22.2;356.653;2.206
Model_2076;0.60;0.53;1.40;0.50;1.05;0.72;1.60;0.55;0.69;1;1;1;1;1;2;2;1;1;;82.172;135.168;349.748;54.734;240.507;35.428;156.077;21.213;361.262;2.13
Model_2077;0.56;0.62;1.41;0.51;1.16;0.85;1.64;0.59;0.74;1;1;1;1;2;1;1;1;1;;93.205;137.441;359.802;51.346;217.279;34.471;154.198;21.376;346.379;2.282
Model_2078;0.43;0.66;1.58;0.46;1.01;1.09;1.93;0.51;0.61;2;2;2;2;2;2;1;2;1;;124.027;118.158;318.521;56.87;274.91;28.726;131.171;22.331;388.025;2.342
Model_2079;0.57;0.68;1.26;0.72;1.20;0.87;1.75;0.51;0.79;1;1;2;2;2;1;1;1;1;;94.059;141.452;412.957;54.314;201.042;29.982;151.371;24.194;355.953;2.279
Model_2080;0.38;0.50;1.34;0.49;0.97;1.05;1.64;0.59;0.79;1;1;1;2;1;1;1;2;1;;121.622;139.649;346.016;47.678;252.764;29.433;147.1;20.586;325.163;2.09
Model_2081;0.56;0.57;1.24;0.70;1.00;0.97;1.84;0.43;0.79;1;2;2;1;1;2;1;1;2;;87.903;137.988;393.124;52.419;245.065;27.962;143.171;24.962;336.877;1.939
Model_2082;0.36;0.66;1.55;0.63;1.06;0.72;1.94;0.62;0.78;1;1;2;2;2;2;1;2;1;;137.929;126.598;326.39;51.629;258.898;32.947;138.257;21.777;310.467;2.38
Model_2083;0.40;0.62;1.52;0.61;1.19;1.08;1.69;0.45;0.76;2;2;1;2;2;1;2;1;2;;129.063;131.323;332.378;52.199;214.635;28.252;149.578;25.672;328.929;2.383
Model_2084;0.57;0.52;1.53;0.75;1.08;0.78;1.75;0.55;0.64;1;1;1;1;1;2;2;2;1;;89.364;121.751;330.929;64.102;242.234;28.716;143.095;22.337;375.141;2.111
Model_2085;0.53;0.57;1.28;0.72;1.17;0.72;1.77;0.42;0.80;2;2;2;2;1;1;1;1;2;;97.67;133.857;385.213;52.767;198.813;29.371;142.215;25.949;332.098;2.075
Model_2086;0.51;0.53;1.34;0.57;1.27;1.02;1.60;0.45;0.72;2;1;1;1;1;1;1;2;2;;101.937;130.621;367.66;54.428;174.284;29.377;149.466;25.18;348.789;2.201
Model_2087;0.59;0.52;1.57;0.64;0.96;0.95;1.72;0.43;0.65;1;1;2;1;1;2;2;2;2;;82.679;126.525;313.625;60.984;286.558;28.085;148.158;24.596;369.087;2.037
Model_2088;0.66;0.57;1.60;0.53;1.14;0.89;1.97;0.36;0.77;2;1;1;1;2;2;2;2;1;;79.859;115.498;308.245;50.305;229.947;33.007;127.678;26.529;294.211;2.087
Model_2089;0.43;0.58;1.55;0.45;1.23;0.82;1.93;0.51;0.83;2;1;2;2;2;2;1;1;1;;121.298;117.637;313.52;54.634;198.971;35.278;126.08;23.202;285.267;2.301
Model_2090;0.61;0.53;1.56;0.60;1.23;0.92;1.89;0.52;0.75;1;1;2;2;1;2;2;2;1;;86.076;115.639;319.929;54.588;200.965;31.258;129.223;23.053;305.319;2.128
Model_2091;0.47;0.50;1.49;0.54;1.29;1.00;1.67;0.46;0.73;1;1;2;1;2;2;2;2;1;;110.596;120.32;328.388;53.017;176.139;30.399;139.954;24.915;322.356;2.219
Model_2092;0.63;0.63;1.55;0.67;1.21;0.86;1.71;0.52;0.71;1;1;1;2;1;1;1;1;2;;85.398;129.518;339.145;58.416;217.575;30.941;150.828;23.549;358.662;2.256
Model_2093;0.41;0.64;1.31;0.71;1.04;0.85;1.93;0.59;0.66;2;2;1;2;1;2;1;1;2;;126.631;128.249;391.959;60.986;245.019;29.306;138.345;21.77;378.262;2.248
Model_2094;0.43;0.63;1.46;0.75;1.28;0.94;1.86;0.59;0.74;1;2;2;2;2;2;1;2;1;;125.419;124.258;358.565;57.408;191.218;28.626;138.917;23.038;332.881;2.354
Model_2095;0.49;0.50;1.51;0.48;1.10;0.99;1.65;0.44;0.75;1;1;2;2;1;1;1;2;1;;101.435;127.324;316.7;49.972;226.643;31.032;143.801;24.56;315.399;2.14
Model_2096;0.40;0.59;1.39;0.71;1.21;0.91;1.76;0.54;0.58;1;1;1;1;2;2;2;1;2;;132.016;119.946;375.077;66.615;193.272;27.224;139.95;23.288;427.36;2.363
Model_2097;0.46;0.60;1.36;0.65;1.04;0.75;1.89;0.56;0.73;1;2;1;1;1;1;1;1;1;;111.034;130.162;366.792;55.323;245.396;31.529;139.831;21.92;333.042;2.174
Model_2098;0.43;0.69;1.55;0.72;1.04;0.94;1.77;0.41;0.64;2;2;2;2;2;2;2;1;2;;124.503;132.447;341.03;61.71;274.194;27.733;152.311;26.099;401.141;2.4
Model_2099;0.39;0.62;1.27;0.55;0.98;0.84;1.87;0.63;0.76;1;2;2;1;1;2;1;1;2;;124.24;137.287;384.936;49.907;254.641;32.895;143.237;20.168;335.607;2.197
Model_2100;0.47;0.59;1.40;0.57;0.95;1.01;1.85;0.54;0.59;1;2;1;1;2;1;2;2;1;;109.568;123.998;356.642;63.252;280.582;27.533;137.526;21.597;409.903;2.186
Model_2101;0.40;0.62;1.35;0.65;1.06;0.96;1.62;0.45;0.67;2;2;2;1;2;2;1;2;1;;126.5;142.766;379.114;58.574;241.964;28.647;161.616;25.266;390.381;2.334
Model_2102;0.59;0.66;1.32;0.58;1.29;0.83;1.78;0.42;0.79;2;2;2;1;2;1;1;1;1;;92.941;133.41;388.66;50.278;180.412;33.321;144;25.538;335.46;2.27
