;Radius_1;Radius_2;Radius_3;Radius_4;Radius_5;Radius_6;Radius_7;Radius_8;Radius_9;Radius_10;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_698;0.039;0.009;0.027;0.021;0.010;0.012;0.009;0.025;0.024;0.011;;297.8;285.9;311.8;328.3;89.6;160.9;324.3;343.6;347.2;269.2
Model_699;0.035;0.010;0.030;0.023;0.008;0.009;0.010;0.030;0.030;0.013;;323.3;188;256.2;282.3;32.4;225.7;258.3;240.5;228.6;161.4
Model_700;0.036;0.011;0.030;0.026;0.011;0.013;0.008;0.029;0.030;0.009;;321.4;123.9;255.4;230.8;49.8;90.1;279.9;264.2;239.2;245
Model_701;0.035;0.010;0.032;0.025;0.009;0.009;0.012;0.026;0.025;0.009;;328.3;179.5;239;259.9;144.4;227.7;267.8;298.1;346.1;303.7
Model_702;0.041;0.012;0.025;0.025;0.011;0.010;0.013;0.028;0.024;0.011;;260.7;167.5;331.7;242;41.3;242.2;202.3;268.3;352.3;268.4
Model_703;0.037;0.010;0.025;0.022;0.009;0.010;0.009;0.030;0.030;0.009;;303.4;145.2;322.2;315.7;46.8;143.8;221.6;251.6;234.1;243.6
Model_704;0.035;0.009;0.027;0.023;0.010;0.008;0.011;0.029;0.029;0.013;;324.5;218;296.1;287.5;54.7;271;235.5;253.9;247.9;152.2
Model_705;0.038;0.011;0.029;0.020;0.012;0.009;0.009;0.028;0.030;0.011;;296.8;153.8;271.3;369.4;62.7;222.6;275.2;280.3;226.8;219.2
Model_706;0.042;0.010;0.026;0.022;0.012;0.012;0.010;0.027;0.030;0.010;;265.2;172.7;313.9;313.1;46.7;119;239.3;299.3;231.4;240.6
Model_707;0.037;0.011;0.026;0.019;0.012;0.011;0.009;0.028;0.030;0.010;;307.9;158.5;315.8;406.2;69.1;155.8;262;283;225.1;265.1
Model_708;0.042;0.010;0.032;0.022;0.009;0.012;0.012;0.026;0.024;0.013;;256.9;284.5;247.2;293.5;39.7;198.7;278;297.9;337.9;237
Model_709;0.040;0.008;0.024;0.025;0.010;0.012;0.009;0.026;0.029;0.010;;289.7;228.1;355.4;249.1;42.2;101.3;254.5;326.3;257.1;208.6
Model_710;0.038;0.010;0.027;0.020;0.012;0.010;0.011;0.027;0.027;0.011;;293.9;213.8;304.2;369.2;49.8;211.2;255.1;290;276.8;247.5
Model_711;0.041;0.009;0.029;0.026;0.011;0.009;0.013;0.031;0.028;0.010;;253.3;189.2;251.7;240.2;74.7;191.4;178.5;223.5;275.6;211.8
Model_712;0.036;0.012;0.028;0.023;0.008;0.011;0.010;0.028;0.025;0.012;;313.6;176.5;291.7;269.9;87.8;206.6;290.1;271.9;316.3;242.9
Model_713;0.041;0.011;0.029;0.026;0.012;0.013;0.008;0.024;0.024;0.011;;291;198.2;290;217.7;105.3;144.3;361.5;375;359.9;273.5
Model_714;0.039;0.011;0.030;0.021;0.009;0.009;0.011;0.027;0.026;0.010;;283.6;165.7;259.2;343.6;64.9;246.4;260.2;289.1;304.7;278.5
Model_715;0.041;0.011;0.028;0.022;0.011;0.008;0.009;0.030;0.027;0.010;;263.4;139.1;271.2;315.9;64.4;258;230.7;251;286.5;234
Model_716;0.038;0.012;0.029;0.025;0.011;0.009;0.011;0.027;0.030;0.010;;296.6;111.1;270.7;251.7;86.5;196.1;251.9;287.8;239.8;226.2
Model_717;0.039;0.012;0.027;0.023;0.011;0.012;0.011;0.029;0.025;0.013;;276.9;197.4;300.3;267.2;91;195.7;244.2;254.5;309.9;229.7
Model_718;0.040;0.009;0.028;0.024;0.010;0.011;0.011;0.029;0.027;0.011;;270;233.5;276.2;264.2;38.4;157.8;225.5;257.1;285.3;217.6
Model_719;0.035;0.009;0.028;0.019;0.011;0.011;0.012;0.027;0.025;0.012;;321.9;314.9;295.4;401.2;52.8;209.8;266.5;279.4;313.3;247.2
Model_720;0.038;0.012;0.024;0.023;0.012;0.012;0.011;0.024;0.023;0.013;;305;220.2;382.1;261.4;90.4;219.7;299.2;354.5;360.7;260.4
Model_721;0.040;0.012;0.031;0.021;0.008;0.011;0.010;0.028;0.026;0.013;;271.2;185.8;255.7;316.9;103.8;213.2;294.1;272;286.8;223.1
Model_722;0.038;0.012;0.028;0.019;0.010;0.008;0.010;0.029;0.029;0.009;;290.7;114;277.5;422.4;43.4;250.9;237.6;262.1;246.8;278.8
Model_723;0.036;0.012;0.025;0.022;0.012;0.008;0.009;0.026;0.027;0.011;;328.2;131.9;342.2;309.2;64.2;288.2;289.8;321.4;283.1;224.1
Model_724;0.036;0.009;0.025;0.026;0.010;0.012;0.011;0.030;0.025;0.010;;310.3;236.3;324.1;228.3;42.2;139.3;214.4;242;333.7;255.3
Model_725;0.041;0.013;0.029;0.022;0.011;0.012;0.010;0.028;0.025;0.011;;265.2;153.9;271.6;296.8;87;180.5;267.3;275.9;316.1;285.9
Model_726;0.039;0.010;0.026;0.023;0.010;0.012;0.011;0.029;0.025;0.013;;277.6;257;315.5;271.3;86;178.5;236.3;256.1;314.5;211.1
Model_727;0.039;0.011;0.032;0.026;0.012;0.009;0.012;0.031;0.030;0.012;;271.2;146.5;226.5;229.9;61.5;216.1;211.4;220.7;235.1;174.5
Model_728;0.037;0.009;0.028;0.021;0.010;0.012;0.009;0.026;0.029;0.011;;315.2;233.1;293;336.3;55.2;129.6;307.5;318.8;246.7;225.6
Model_729;0.041;0.011;0.030;0.020;0.011;0.013;0.011;0.024;0.026;0.011;;277.8;211.3;277;359.9;67.2;150.3;313.1;350.2;295.6;295.8
Model_730;0.036;0.008;0.029;0.023;0.012;0.011;0.009;0.030;0.030;0.012;;314.5;260.1;265.3;285.3;54.7;137;255.9;245.6;231.3;166.9
Model_731;0.036;0.010;0.030;0.025;0.008;0.010;0.013;0.030;0.026;0.012;;302.2;221.9;250.5;248.8;69.4;224.8;215.6;229.4;305;213.8
Model_732;0.041;0.012;0.025;0.026;0.009;0.011;0.012;0.027;0.023;0.010;;266.1;167;332.6;223.3;40.8;204.1;225.9;289.9;386.1;314
Model_733;0.038;0.011;0.031;0.019;0.012;0.010;0.008;0.024;0.028;0.010;;316.9;162.8;268.9;406.9;78.6;190.8;375.1;372.6;268.1;283.5
Model_734;0.041;0.012;0.028;0.019;0.009;0.011;0.010;0.025;0.028;0.012;;277.2;174;299;390.6;74;199.4;308.7;335.8;252.3;249.7
Model_735;0.036;0.011;0.029;0.026;0.010;0.008;0.009;0.024;0.024;0.013;;333.8;185.8;293;219.3;62.3;342.3;362.7;363.5;360.8;197.3
Model_736;0.037;0.012;0.028;0.024;0.010;0.010;0.012;0.028;0.023;0.013;;295.7;202.1;289.7;251;62.2;288.7;256.6;262.5;368.4;237.9
Model_737;0.036;0.008;0.026;0.026;0.012;0.008;0.011;0.027;0.024;0.009;;318.6;237.4;312.8;237.6;86.5;241.1;247.7;290.6;376.1;260
Model_738;0.042;0.012;0.031;0.023;0.011;0.011;0.011;0.026;0.029;0.011;;264;142.9;253.1;285.2;69.9;168;271.2;307;249.9;240.6
Model_739;0.040;0.009;0.028;0.021;0.010;0.010;0.011;0.029;0.026;0.011;;268.9;251.8;278.3;341.4;43.8;203.5;229.5;257.2;301.4;234.2
Model_740;0.039;0.011;0.029;0.023;0.012;0.009;0.012;0.029;0.027;0.011;;275.8;163.9;265.6;290.1;59.5;243.1;222.6;251;284.1;228.1
Model_741;0.042;0.013;0.027;0.024;0.012;0.011;0.008;0.027;0.029;0.010;;270.5;105.5;297.2;263.3;79;145.5;273.2;307.4;252.1;245
Model_742;0.041;0.010;0.027;0.024;0.009;0.012;0.012;0.025;0.023;0.013;;270.3;287.9;313.3;245.6;51;203.2;275.3;322.9;369.3;239.1
Model_743;0.037;0.013;0.031;0.020;0.010;0.010;0.009;0.027;0.029;0.013;;308.8;144.9;260;352.6;90.9;232.6;322.3;294.4;235.4;210.1
Model_744;0.042;0.009;0.025;0.023;0.008;0.008;0.009;0.030;0.024;0.009;;256.1;197.6;316.8;294.1;79.5;246.7;215;253.5;365.7;267
Model_745;0.038;0.010;0.030;0.023;0.009;0.011;0.011;0.024;0.023;0.011;;302.6;254;276;276.6;73.6;213.8;321.1;349.2;380.6;291.9
Model_746;0.037;0.009;0.024;0.024;0.012;0.012;0.010;0.031;0.023;0.011;;298.4;289.5;342.7;261.4;94.5;168.3;211.6;232.5;379;256.9
Model_747;0.037;0.012;0.031;0.023;0.011;0.011;0.008;0.028;0.028;0.010;;310.7;129.8;250.8;283.6;75.1;152.6;305;282.4;264.8;256.5
Model_748;0.039;0.012;0.025;0.023;0.011;0.012;0.013;0.029;0.029;0.009;;276.6;125.4;326.9;294.2;68.9;127.1;182.9;254.3;249.6;286.6
Model_749;0.041;0.012;0.025;0.020;0.011;0.011;0.011;0.025;0.025;0.013;;274.7;204.1;352.3;345.7;87.7;236.6;278.1;332.3;305.5;245.2
Model_750;0.035;0.011;0.027;0.020;0.009;0.012;0.010;0.030;0.030;0.009;;323.6;146.4;292.9;377.9;30.7;122.4;237.1;244.8;229.4;287.6
Model_751;0.037;0.013;0.028;0.025;0.010;0.011;0.013;0.027;0.026;0.010;;299.1;130.8;285.1;246.7;94.1;187.3;232.5;278.3;308;294.5
Model_752;0.040;0.008;0.030;0.023;0.010;0.009;0.009;0.030;0.024;0.009;;271.4;252.1;245.7;299.1;55.2;202.6;244.9;249.2;367.9;271.5
Model_753;0.039;0.009;0.029;0.024;0.011;0.011;0.012;0.025;0.029;0.012;;290;240.6;281;266.9;103.4;160.9;268.2;321.4;253.6;197.5
Model_754;0.042;0.011;0.026;0.020;0.011;0.012;0.010;0.026;0.024;0.009;;267.2;185.3;318.6;371.7;66.2;158.6;265.8;319.3;351.1;359.9
Model_755;0.039;0.011;0.024;0.027;0.008;0.011;0.009;0.025;0.024;0.010;;300.3;170.7;365.1;205.5;76.1;173.1;296.5;347.5;361.3;278.3
Model_756;0.035;0.012;0.030;0.025;0.010;0.012;0.012;0.030;0.027;0.010;;317.6;145.9;252.6;248.4;65.6;150;231.3;233.1;285.7;274.5
Model_757;0.041;0.012;0.028;0.024;0.012;0.010;0.011;0.029;0.027;0.011;;261.6;143.9;277.4;261.4;49.1;206;224.7;257.2;282.4;235.3
Model_758;0.041;0.012;0.027;0.021;0.009;0.011;0.009;0.030;0.030;0.013;;261.7;155.6;295.4;320.9;116;176.1;248.2;249.7;219.8;187.5
Model_759;0.038;0.012;0.027;0.025;0.009;0.012;0.011;0.023;0.031;0.011;;315.8;140.1;319.7;249.3;116.7;134.1;304.5;378;234.3;236.2
Model_760;0.036;0.012;0.026;0.024;0.012;0.008;0.009;0.025;0.027;0.011;;332.7;126.8;328.6;264.4;55.8;277.9;313.2;342.2;290.6;217.6
Model_761;0.041;0.010;0.029;0.020;0.011;0.010;0.011;0.026;0.030;0.012;;271.2;207.2;277.6;367.6;61.2;206.3;267;308.8;226.7;208.8
Model_762;0.041;0.009;0.031;0.019;0.012;0.011;0.013;0.024;0.024;0.012;;268.8;333.9;266.4;398.6;97.1;223.4;284.9;333.3;338.7;265.3
Model_763;0.035;0.010;0.028;0.021;0.009;0.008;0.012;0.024;0.029;0.010;;337.7;174.8;296.6;354;159.5;269.1;277.4;345.6;254.5;250.1
Model_764;0.035;0.009;0.029;0.025;0.011;0.012;0.012;0.025;0.026;0.013;;329.8;292.1;287.5;238;91.8;165.9;292.8;315.3;302;202
Model_765;0.039;0.011;0.031;0.020;0.011;0.009;0.008;0.023;0.027;0.009;;313.8;142.1;271;378.9;73.3;207.7;387.6;403;298.3;304.2
Model_766;0.042;0.011;0.025;0.021;0.010;0.008;0.011;0.025;0.030;0.010;;272.2;133.7;339.4;348.5;83.6;247.8;243;338.5;236.3;232.5
Model_767;0.035;0.009;0.028;0.022;0.009;0.012;0.008;0.024;0.027;0.010;;352.1;224;304.1;311;57.5;123.7;373.4;372.6;293.3;261
Model_768;0.041;0.011;0.029;0.022;0.011;0.011;0.012;0.029;0.025;0.012;;256.9;212.9;268;303.2;55.5;213;228.8;250.9;316.4;244.6
Model_769;0.041;0.010;0.031;0.025;0.012;0.009;0.008;0.029;0.028;0.009;;269.8;139.4;238.9;250.6;56.4;171.4;260.8;268.4;275.1;237.8
Model_770;0.042;0.008;0.026;0.026;0.012;0.011;0.010;0.028;0.026;0.013;;260.9;305.9;309.9;221.4;68;162.2;233.4;280.2;306.8;166.6
Model_771;0.043;0.010;0.025;0.025;0.011;0.008;0.012;0.030;0.029;0.013;;244.2;174.5;320.7;245;35.6;265.3;174.5;244.6;249.1;148.8
Model_772;0.041;0.009;0.027;0.019;0.009;0.009;0.008;0.024;0.025;0.011;;290.2;256.8;314.5;402.3;101.6;251.1;353.9;378;325.3;249
Model_773;0.042;0.008;0.028;0.023;0.008;0.009;0.011;0.030;0.027;0.009;;252.3;224.8;265.1;302.7;55.7;179.7;194.7;246.1;294.4;244.8
Model_774;0.039;0.012;0.027;0.024;0.009;0.013;0.011;0.028;0.025;0.009;;281.9;149.4;293.6;266.1;41.7;132.8;236.5;274.1;331.7;330.5
Model_775;0.041;0.010;0.029;0.022;0.011;0.010;0.011;0.025;0.025;0.012;;274.3;237.7;282.4;302.5;58.7;235.6;289.6;328.9;322.1;235.5
Model_776;0.036;0.011;0.028;0.025;0.012;0.010;0.011;0.025;0.025;0.013;;321.6;207.2;302.1;233.8;62.2;248.4;305.2;324.1;322.7;213.1
Model_777;0.035;0.011;0.028;0.024;0.010;0.011;0.010;0.026;0.024;0.010;;334.2;185;293.8;258.6;47.8;188.1;306.1;310.7;356.4;301.2
Model_778;0.040;0.012;0.026;0.024;0.012;0.011;0.012;0.029;0.028;0.012;;268.1;156.2;312.2;257;46.9;184.3;207.7;254.3;258.6;215.3
Model_779;0.036;0.008;0.026;0.023;0.009;0.011;0.013;0.028;0.025;0.012;;308.2;340.8;315.7;288.6;68.1;183.6;217.8;263.5;327;211.5
Model_780;0.038;0.009;0.029;0.020;0.009;0.010;0.012;0.025;0.023;0.012;;294.5;326;284.6;363.5;66.9;264.8;285.6;320.4;371.9;258.2
Model_781;0.042;0.012;0.027;0.021;0.010;0.012;0.010;0.025;0.029;0.010;;272.9;139;307.4;338.1;50.4;137;282.5;339.5;248.7;278.4
Model_782;0.038;0.009;0.024;0.019;0.009;0.009;0.011;0.023;0.028;0.012;;312.6;261.4;379.2;406.9;83.4;264.1;293.3;386.1;261.4;216.1
Model_783;0.042;0.009;0.028;0.026;0.010;0.009;0.010;0.024;0.027;0.011;;279;211.1;294.4;231.8;86;209.7;298.3;363.3;302.2;206.5
Model_784;0.036;0.011;0.031;0.022;0.012;0.008;0.012;0.029;0.030;0.013;;306.5;160.8;247.6;312.2;72.8;296.4;240.8;245.7;228.7;166.7
Model_785;0.035;0.008;0.031;0.024;0.010;0.009;0.012;0.030;0.025;0.013;;316.5;321.9;242.6;271.1;62.2;256.3;238.1;231.8;331.1;172.5
Model_786;0.041;0.010;0.024;0.026;0.009;0.011;0.011;0.028;0.026;0.010;;267.3;185.4;347.7;224.6;40.9;156;207.8;279.2;310.4;250.2
Model_787;0.039;0.010;0.025;0.021;0.012;0.010;0.012;0.025;0.026;0.011;;290;219.7;348.5;336;73.2;218.4;252.9;327.9;300.1;254.9
Model_788;0.042;0.012;0.025;0.022;0.012;0.009;0.010;0.028;0.023;0.009;;260.6;146.6;325.8;317.4;72.3;255.5;227;282.4;389.2;337.1
Model_789;0.037;0.010;0.024;0.023;0.010;0.010;0.012;0.031;0.030;0.011;;294.6;176.2;344.7;288.3;30.7;173.3;176.9;229.1;230.4;200.5
Model_790;0.036;0.012;0.026;0.024;0.009;0.012;0.008;0.028;0.026;0.011;;322.1;153.6;320;252.4;118.2;151.5;300.7;284.3;298.3;246.4
Model_791;0.036;0.013;0.028;0.023;0.010;0.013;0.012;0.026;0.024;0.012;;312;182.8;299.8;266.2;48.1;185.1;283.9;296.5;334.9;287.1
Model_792;0.039;0.009;0.025;0.026;0.009;0.009;0.010;0.024;0.030;0.011;;306.2;188.8;345.3;235.5;92.1;187.7;280.7;365.4;250.9;186.3
Model_793;0.038;0.010;0.031;0.025;0.010;0.012;0.012;0.030;0.028;0.010;;283.3;183.9;237.3;251.5;70.9;131.7;218.1;234.9;269.7;247.4
Model_794;0.038;0.012;0.027;0.019;0.012;0.011;0.009;0.030;0.030;0.010;;290.3;139.4;292.1;407.1;75.1;161.3;240.1;250.4;227.6;268.5
Model_795;0.042;0.009;0.027;0.021;0.011;0.012;0.010;0.026;0.026;0.011;;267.2;264.4;303.8;333.1;64.1;148.3;272.3;317.4;299.2;249.1
Model_796;0.039;0.008;0.027;0.020;0.009;0.010;0.012;0.026;0.025;0.010;;285.6;308.5;301.9;382.3;87;199.3;242.1;307.3;329.4;275.2
Model_797;0.037;0.010;0.024;0.023;0.011;0.008;0.010;0.025;0.025;0.013;;316.9;216.2;369;279;60.5;328.9;285.1;339.8;326.5;187
Model_798;0.035;0.009;0.031;0.022;0.010;0.009;0.010;0.030;0.027;0.009;;323.6;192.2;240.8;325.4;59.4;193.1;252;241.1;291.1;263.8
Model_799;0.039;0.009;0.029;0.020;0.008;0.009;0.008;0.024;0.028;0.010;;308.2;207.6;285.8;376.4;48.9;206.1;356.1;376;274.5;245.6
Model_800;0.038;0.009;0.031;0.019;0.009;0.012;0.010;0.025;0.031;0.013;;303.6;273.8;264;397.2;48.8;161.7;323.1;331.1;213.9;197.7
Model_801;0.038;0.011;0.026;0.024;0.011;0.012;0.011;0.025;0.027;0.011;;302.8;180.5;328.9;260.2;65.1;152.2;277.3;330.7;283.4;251.5
Model_802;0.037;0.009;0.026;0.025;0.012;0.011;0.010;0.027;0.028;0.011;;310.3;217.9;318.1;244.6;51.8;145.8;259.6;294.8;268.2;206.7
Model_803;0.041;0.009;0.026;0.021;0.012;0.012;0.009;0.024;0.030;0.011;;290.3;224.5;330.5;339.4;59.8;128.1;312.1;370.9;239.4;221.6
Model_804;0.036;0.010;0.027;0.022;0.011;0.010;0.013;0.030;0.031;0.012;;303.5;192.2;295;313.5;64.3;189.5;199.7;233.3;213.6;188.4
Model_805;0.037;0.012;0.026;0.023;0.011;0.009;0.010;0.029;0.024;0.010;;302.2;148.9;310;286.7;67.1;259.8;243.4;260.6;355.7;285.6
Model_806;0.039;0.009;0.026;0.026;0.011;0.009;0.012;0.026;0.028;0.010;;289.1;191.1;316.7;234.6;102.5;192;231.5;307.6;276.8;219.5
Model_807;0.041;0.011;0.031;0.020;0.012;0.009;0.009;0.027;0.026;0.011;;272;178.3;251.8;365.1;78.8;259.9;294.8;299;298.1;251.5
Model_808;0.042;0.011;0.026;0.022;0.009;0.011;0.012;0.027;0.025;0.013;;256.5;223.9;322;293.6;66.4;221;238.2;286.5;312.3;224.1
Model_809;0.037;0.010;0.025;0.025;0.010;0.009;0.010;0.023;0.028;0.013;;328.1;199.6;359.3;244.2;76.8;244.1;322.9;388.6;277.1;177.2
Model_810;0.037;0.009;0.025;0.019;0.011;0.011;0.012;0.027;0.028;0.010;;302.5;242.2;339.9;415.6;65.3;161.4;227.3;288.8;259.5;271.2
Model_811;0.042;0.009;0.028;0.024;0.010;0.012;0.012;0.027;0.028;0.010;;259.4;218.1;279.6;269.4;82.9;125.3;223.2;288.4;270;244.9
Model_812;0.037;0.012;0.025;0.027;0.008;0.011;0.009;0.023;0.026;0.010;;331.7;136.1;356.7;211;54.1;163.3;341.8;398.2;322.1;272.5
Model_813;0.036;0.009;0.031;0.022;0.010;0.009;0.010;0.026;0.026;0.011;;321.5;239.1;257.1;311.9;69.1;236.6;307.6;309.7;306.6;229
Model_814;0.036;0.012;0.030;0.021;0.009;0.011;0.008;0.027;0.029;0.011;;325.1;141.7;269.1;329.6;91.1;162.6;332.7;300.7;243.5;239.1
Model_815;0.040;0.009;0.026;0.023;0.011;0.009;0.008;0.030;0.030;0.009;;275.8;157.4;299.3;292.8;57.3;155.6;221.6;255.7;237.5;218.7
Model_816;0.041;0.012;0.028;0.025;0.009;0.009;0.010;0.029;0.027;0.010;;264.5;121.4;273.9;244.7;41;214.5;231.8;262.1;289.3;241
Model_817;0.043;0.011;0.026;0.026;0.008;0.009;0.009;0.027;0.023;0.012;;257.9;189.8;318.2;214.1;122.9;276.4;281.5;301.8;382.4;223.4
Model_818;0.039;0.008;0.030;0.020;0.008;0.012;0.008;0.026;0.027;0.009;;297.2;253.1;264.5;377.6;56.5;111.7;322.1;326.5;287.2;281.8
Model_819;0.042;0.008;0.031;0.020;0.010;0.012;0.010;0.027;0.024;0.009;;261.5;299.7;246.8;382;46.9;138;271.3;295.5;358.1;321.6
Model_820;0.039;0.012;0.027;0.023;0.010;0.011;0.008;0.026;0.027;0.010;;298.6;134.1;305.1;282.5;85.6;157.5;311.1;327.2;286.3;265.8
Model_821;0.036;0.012;0.026;0.025;0.010;0.012;0.013;0.024;0.029;0.009;;324.4;125.2;328.9;255.6;155.2;128.6;252.1;341.5;259.4;300.9
Model_822;0.039;0.011;0.029;0.022;0.010;0.010;0.011;0.030;0.026;0.009;;275.7;153.8;259.6;322.4;44.3;186.3;220.3;241.8;308.8;301.2
Model_823;0.041;0.011;0.031;0.019;0.009;0.012;0.009;0.023;0.026;0.010;;291.1;188.9;271.6;401.6;59.3;155.4;374.2;393.7;305.1;323.5
Model_824;0.038;0.009;0.025;0.024;0.012;0.012;0.010;0.026;0.024;0.010;;302.4;255.1;339.1;260.6;60.4;148.8;270.3;317.6;358.6;280.6
Model_825;0.038;0.010;0.028;0.020;0.011;0.012;0.011;0.028;0.027;0.009;;290.8;191.1;282.3;380.6;57.9;135;241.7;272.9;282.3;314.3
Model_826;0.035;0.012;0.025;0.024;0.012;0.010;0.008;0.025;0.025;0.011;;348.2;153.5;349.4;255.7;95.8;217.6;337.1;348.9;327.2;255.4
Model_827;0.039;0.010;0.026;0.024;0.012;0.012;0.012;0.023;0.024;0.012;;296.9;262;342.3;253.2;86.2;185.2;300;370.8;348.7;256.8
Model_828;0.039;0.012;0.030;0.023;0.009;0.009;0.010;0.031;0.026;0.013;;273.6;161.7;253.1;275.3;88.2;276.9;247.6;228.3;295.9;193.3
Model_829;0.039;0.012;0.031;0.023;0.011;0.009;0.011;0.024;0.023;0.013;;292.4;195.3;269;269.6;60.6;341.7;330;346.5;372.4;239.5
Model_830;0.043;0.012;0.027;0.024;0.008;0.012;0.012;0.028;0.026;0.013;;245.9;185.3;301;247.5;67.7;183.5;230.5;268.3;291;218.1
Model_831;0.041;0.011;0.031;0.019;0.011;0.012;0.010;0.028;0.030;0.013;;264.4;205.4;251.9;387.6;82.2;169.4;275.6;274.3;215.8;211.9
Model_832;0.038;0.010;0.031;0.023;0.011;0.009;0.012;0.030;0.025;0.009;;282.7;178.5;236.9;304.6;73.5;222.8;219.1;235.5;338.8;294.4
Model_833;0.040;0.011;0.029;0.025;0.008;0.009;0.013;0.030;0.023;0.012;;260.5;206.6;261.4;246.6;29.1;308.4;210.8;232.6;381.1;237.9
Model_834;0.037;0.010;0.031;0.027;0.011;0.011;0.011;0.025;0.024;0.010;;310.3;210.8;258.7;209.4;95;181;304.6;324.5;366.3;287.3
Model_835;0.035;0.011;0.025;0.025;0.010;0.009;0.012;0.027;0.023;0.010;;326.6;180.1;336.8;246.7;66.5;271.8;242.1;285;390.8;296.1
Model_836;0.042;0.011;0.028;0.020;0.009;0.008;0.010;0.031;0.024;0.010;;249;172.1;271.2;379.3;80.7;312.5;220.3;233;353;277.1
Model_837;0.037;0.008;0.027;0.024;0.009;0.011;0.011;0.028;0.027;0.009;;304.2;238.9;290.9;274.5;81;130.4;229.2;274;294.7;259.2
Model_838;0.037;0.012;0.024;0.025;0.009;0.011;0.010;0.030;0.029;0.009;;302.2;111.3;342.9;246.1;37.8;132.3;203.4;248.7;251.9;256.3
Model_839;0.040;0.011;0.030;0.020;0.009;0.011;0.011;0.028;0.028;0.010;;271.2;169.5;256.6;372.5;46.4;168.9;246.6;272.1;259.2;281
Model_840;0.041;0.008;0.026;0.024;0.009;0.012;0.011;0.029;0.031;0.013;;263.3;269.5;307.7;262.5;30.9;121.2;207;259.9;216.6;149
Model_841;0.037;0.010;0.025;0.023;0.011;0.010;0.009;0.027;0.029;0.010;;313.7;163.1;334.8;288.2;50.9;160.8;263.3;302;249.6;228.9
Model_842;0.037;0.010;0.026;0.023;0.011;0.013;0.008;0.025;0.026;0.009;;324.2;181.1;325.2;287.6;71.8;109.2;325.9;351;312.2;300.9
Model_843;0.035;0.010;0.026;0.023;0.011;0.010;0.011;0.026;0.027;0.012;;332.4;214.1;327.5;281;60.9;211.4;275.1;306.4;280.2;212.4
Model_844;0.040;0.009;0.025;0.023;0.011;0.009;0.012;0.028;0.028;0.010;;273.1;198.8;328;294.1;67.6;198.3;199.7;274.3;270;225.2
Model_845;0.042;0.011;0.024;0.022;0.012;0.008;0.011;0.027;0.026;0.012;;262.6;171.9;355.5;308.3;58.6;316.2;220;297.1;302;205
Model_846;0.042;0.008;0.026;0.019;0.009;0.010;0.011;0.029;0.026;0.009;;254.3;270.4;304.8;426.4;32.4;173.3;203.7;262.5;306.1;289.6
Model_847;0.035;0.008;0.027;0.023;0.009;0.008;0.010;0.027;0.028;0.011;;334.1;242.5;299.4;293.2;72.3;239.1;266.8;293.7;271.2;185.7
Model_848;0.039;0.012;0.031;0.023;0.010;0.012;0.010;0.026;0.025;0.012;;288.4;185.1;260.8;270.6;76.1;183.5;314.9;309.5;316.4;257.3
Model_849;0.039;0.013;0.031;0.019;0.011;0.009;0.012;0.030;0.028;0.010;;271;124.8;241.6;417.3;52.5;252.9;220.7;236.4;258.2;283.9
Model_850;0.038;0.011;0.024;0.023;0.012;0.009;0.009;0.025;0.027;0.012;;311.1;169.2;367.6;280.9;75.1;245.2;292.7;346.6;283.3;205.3
Model_851;0.037;0.009;0.030;0.020;0.012;0.009;0.011;0.028;0.029;0.013;;300.1;252.6;262;368.7;55.3;251.9;260.1;268.4;240.4;175.3
Model_852;0.035;0.012;0.028;0.025;0.010;0.012;0.008;0.030;0.030;0.009;;331.3;106.9;277.1;246.6;55.3;107.4;264.7;250.6;235.7;248.8
Model_853;0.036;0.011;0.029;0.024;0.010;0.010;0.012;0.025;0.028;0.010;;320.7;155.1;280.1;271;125.9;188.9;272.8;320.1;272.1;263.5
Model_854;0.039;0.012;0.029;0.023;0.012;0.012;0.010;0.028;0.026;0.012;;283;176.7;273.6;271.9;81.2;175.5;271.5;274.3;293.2;242.5
Model_855;0.041;0.012;0.028;0.020;0.009;0.012;0.011;0.029;0.030;0.012;;259.5;163.2;282.8;356.1;64.8;159;234.8;256.6;219;227.2
Model_856;0.043;0.012;0.025;0.022;0.011;0.008;0.008;0.025;0.026;0.009;;273.4;112.3;336.3;316;73.1;249.5;290.3;355.9;313.3;280.4
Model_857;0.039;0.011;0.027;0.026;0.009;0.008;0.012;0.027;0.025;0.009;;284.6;137.6;290.8;237.4;100.7;263.4;223;289.2;346.1;283.6
Model_858;0.035;0.009;0.026;0.020;0.009;0.009;0.011;0.025;0.030;0.009;;338.3;189.9;323.9;387.4;121.2;188.1;267.2;332.6;235.3;270.1
Model_859;0.042;0.012;0.028;0.019;0.009;0.011;0.010;0.027;0.029;0.010;;262.2;143;285.2;404.3;53.7;167.4;261.7;297.2;239.4;284.1
Model_860;0.040;0.012;0.025;0.019;0.008;0.009;0.012;0.031;0.025;0.009;;262.6;149.2;322.5;422.6;44.7;249.8;182;229.8;331.4;333.3
Model_861;0.039;0.012;0.026;0.025;0.009;0.009;0.010;0.031;0.025;0.010;;276.5;135.6;301;245.1;70;234.2;214;232.8;332.2;257.2
